# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
3.09050000e+02	p              	-5.06021533e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66755982e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09050000e+02	U              	(-1.40541682e-01 -1.90118022e-01 -1.29018446e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19201529e+00 3.81905502e-01 5.02229521e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09100000e+02	p              	-5.05982514e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66749487e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09100000e+02	U              	(-1.38689004e-01 -1.90117887e-01 -1.28802600e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19207891e+00 3.81953131e-01 5.02205285e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09150000e+02	p              	-5.05937954e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66704400e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09150000e+02	U              	(-1.36831562e-01 -1.90060959e-01 -1.28692501e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19213704e+00 3.82000608e-01 5.02173819e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09200000e+02	p              	-5.05886464e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66726725e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09200000e+02	U              	(-1.34970998e-01 -1.89944968e-01 -1.28537042e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19219040e+00 3.82048117e-01 5.02137524e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09250000e+02	p              	-5.05781382e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66735873e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09250000e+02	U              	(-1.33107054e-01 -1.89772125e-01 -1.28337865e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19223854e+00 3.82095563e-01 5.02093015e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09300000e+02	p              	-5.05737512e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66686108e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09300000e+02	U              	(-1.31240445e-01 -1.89542385e-01 -1.28117719e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19228142e+00 3.82142919e-01 5.02042739e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09350000e+02	p              	-5.05625195e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66678629e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09350000e+02	U              	(-1.29373011e-01 -1.89257212e-01 -1.27944289e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19231888e+00 3.82190065e-01 5.01987830e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09400000e+02	p              	-5.05561894e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66659467e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09400000e+02	U              	(-1.27504178e-01 -1.88911756e-01 -1.27590670e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19235132e+00 3.82237231e-01 5.01922531e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09450000e+02	p              	-5.05398284e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66667566e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09450000e+02	U              	(-1.25636729e-01 -1.88507895e-01 -1.27373303e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19237824e+00 3.82284155e-01 5.01854976e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09500000e+02	p              	-5.05231049e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66687716e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09500000e+02	U              	(-1.23767873e-01 -1.88047937e-01 -1.26949764e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19239960e+00 3.82330772e-01 5.01780838e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09550000e+02	p              	-5.05110013e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66674733e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09550000e+02	U              	(-1.21900191e-01 -1.87531132e-01 -1.26612266e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19241563e+00 3.82377229e-01 5.01697735e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09600000e+02	p              	-5.04938215e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66682878e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09600000e+02	U              	(-1.20036958e-01 -1.86955284e-01 -1.26297027e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19242624e+00 3.82423487e-01 5.01609160e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09650000e+02	p              	-5.04757516e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66688360e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09650000e+02	U              	(-1.18182229e-01 -1.86311892e-01 -1.25920050e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19243132e+00 3.82469531e-01 5.01512875e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09700000e+02	p              	-5.04628194e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66658925e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09700000e+02	U              	(-1.16337869e-01 -1.85626419e-01 -1.25928871e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19243137e+00 3.82515314e-01 5.01417365e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09750000e+02	p              	-5.04497548e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66615259e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09750000e+02	U              	(-1.14503845e-01 -1.84921741e-01 -1.26152489e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19242669e+00 3.82560718e-01 5.01319987e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09800000e+02	p              	-5.04300325e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66596082e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09800000e+02	U              	(-1.12693495e-01 -1.84205886e-01 -1.27022611e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19241658e+00 3.82605751e-01 5.01207503e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09850000e+02	p              	-5.04057870e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66618524e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09850000e+02	U              	(-1.10860159e-01 -1.83389813e-01 -1.24215089e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19240075e+00 3.82650500e-01 5.01084819e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09900000e+02	p              	-5.03808442e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66618012e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09900000e+02	U              	(-1.09019828e-01 -1.82495835e-01 -1.23487670e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19237908e+00 3.82694760e-01 5.00962376e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.09950000e+02	p              	-5.03593504e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66581082e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.09950000e+02	U              	(-1.07179553e-01 -1.81541386e-01 -1.22892261e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19235155e+00 3.82738547e-01 5.00830456e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10000000e+02	p              	-5.03396710e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66549382e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10000000e+02	U              	(-1.05339725e-01 -1.80535762e-01 -1.22201647e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19231871e+00 3.82781924e-01 5.00695886e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10050000e+02	p              	-5.03149061e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66543330e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10050000e+02	U              	(-1.03511518e-01 -1.79468339e-01 -1.21765492e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19228059e+00 3.82824864e-01 5.00555305e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10100000e+02	p              	-5.02928151e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66516332e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10100000e+02	U              	(-1.01694147e-01 -1.78344040e-01 -1.21155550e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19223743e+00 3.82867350e-01 5.00411373e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10150000e+02	p              	-5.02605204e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66545596e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10150000e+02	U              	(-9.98960541e-02 -1.77153269e-01 -1.20694727e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19218849e+00 3.82909450e-01 5.00250626e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10200000e+02	p              	-5.02304156e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66546772e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10200000e+02	U              	(-9.81171503e-02 -1.75894192e-01 -1.19995054e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19213367e+00 3.82951131e-01 5.00086167e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10250000e+02	p              	-5.02028744e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66524334e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10250000e+02	U              	(-9.63544119e-02 -1.74578027e-01 -1.19236072e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19207332e+00 3.82992304e-01 4.99920923e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10300000e+02	p              	-5.01728296e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66500259e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10300000e+02	U              	(-9.46072851e-02 -1.73212331e-01 -1.18496047e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19200732e+00 3.83032854e-01 4.99749766e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10350000e+02	p              	-5.01457750e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66474131e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10350000e+02	U              	(-9.28747387e-02 -1.71795546e-01 -1.17605633e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19193620e+00 3.83072851e-01 4.99574923e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10400000e+02	p              	-5.01081447e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66497125e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10400000e+02	U              	(-9.11577184e-02 -1.70328452e-01 -1.16738704e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19185952e+00 3.83112142e-01 4.99393149e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10450000e+02	p              	-5.00767099e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66472741e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10450000e+02	U              	(-8.94575943e-02 -1.68808466e-01 -1.15822975e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19177727e+00 3.83150857e-01 4.99201126e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10500000e+02	p              	-5.00446762e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66461921e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10500000e+02	U              	(-8.77764987e-02 -1.67236636e-01 -1.14950740e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19168984e+00 3.83189011e-01 4.99008057e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10550000e+02	p              	-5.00084505e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66474977e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10550000e+02	U              	(-1.02148430e-01 -1.28795854e-01 -1.00267525e-19)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19159729e+00 3.83226565e-01 4.98809854e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10600000e+02	p              	-4.99744248e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66442444e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10600000e+02	U              	(-1.01277450e-01 -1.32720153e-01 -9.95714952e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19149950e+00 3.83263402e-01 4.98607561e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10650000e+02	p              	-4.99409509e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66394663e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10650000e+02	U              	(-1.00367273e-01 -1.36604470e-01 -9.89931377e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19139639e+00 3.83299464e-01 4.98399720e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10700000e+02	p              	-4.99049976e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66375825e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10700000e+02	U              	(-9.94156828e-02 -1.40456256e-01 -9.85750517e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19128827e+00 3.83334722e-01 4.98189964e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10750000e+02	p              	-4.98686297e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66346292e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10750000e+02	U              	(-9.84258657e-02 -1.44259664e-01 -9.77266741e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19117499e+00 3.83369265e-01 4.97969124e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10800000e+02	p              	-4.98289318e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66360487e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10800000e+02	U              	(-9.73968644e-02 -1.48017314e-01 -9.70861843e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19105674e+00 3.83403135e-01 4.97745391e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10850000e+02	p              	-4.97906765e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66317081e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10850000e+02	U              	(-9.63283704e-02 -1.51730780e-01 -9.64824184e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19093327e+00 3.83436197e-01 4.97517200e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10900000e+02	p              	-4.97485192e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66309702e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10900000e+02	U              	(-9.52211039e-02 -1.55401976e-01 -9.59456156e-20)	(5.40427576e+00 3.50293561e-01 0.00000000e+00)	(1.19080449e+00 3.83468433e-01 4.97282324e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.10950000e+02	p              	-4.97050412e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66320233e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.10950000e+02	U              	(-7.36807316e-02 -1.50797274e-01 -1.05658106e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19067079e+00 3.83499700e-01 4.97050632e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11000000e+02	p              	-4.96652973e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66303146e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11000000e+02	U              	(-7.22460310e-02 -1.48721014e-01 -1.04530974e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19053244e+00 3.83530149e-01 4.96809559e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11050000e+02	p              	-4.96242854e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66271758e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11050000e+02	U              	(-7.08389743e-02 -1.46595196e-01 -1.03194485e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19038914e+00 3.83559907e-01 4.96557327e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11100000e+02	p              	-4.95817225e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66242917e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11100000e+02	U              	(-6.94599915e-02 -1.44419359e-01 -1.01846958e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19024090e+00 3.83588853e-01 4.96305738e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11150000e+02	p              	-4.95344677e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66257586e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11150000e+02	U              	(-6.81140218e-02 -1.42195880e-01 -1.00702284e-19)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.19008788e+00 3.83616829e-01 4.96054196e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11200000e+02	p              	-4.94934905e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66224908e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11200000e+02	U              	(-6.68031780e-02 -1.39923221e-01 -9.94879077e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18993039e+00 3.83643950e-01 4.95795690e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11250000e+02	p              	-4.94427957e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66170707e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11250000e+02	U              	(-6.55240471e-02 -1.37605052e-01 -9.80795636e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18976714e+00 3.83669832e-01 4.95530584e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11300000e+02	p              	-4.93920765e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66210679e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11300000e+02	U              	(-6.42733791e-02 -1.35240814e-01 -9.64844313e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18959895e+00 3.83694637e-01 4.95263941e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11350000e+02	p              	-4.93528331e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66154533e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11350000e+02	U              	(-6.30553754e-02 -1.32826172e-01 -9.50189294e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18942655e+00 3.83718632e-01 4.94991343e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11400000e+02	p              	-4.93029700e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66143618e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11400000e+02	U              	(-6.18703516e-02 -1.30363735e-01 -9.34963985e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18924962e+00 3.83741655e-01 4.94716405e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11450000e+02	p              	-4.92567278e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66127488e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11450000e+02	U              	(-6.07266181e-02 -1.27866226e-01 -9.24867759e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18906854e+00 3.83763684e-01 4.94441300e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11500000e+02	p              	-4.92025015e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66137815e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11500000e+02	U              	(-5.96205127e-02 -1.25323990e-01 -9.09275553e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18888296e+00 3.83784510e-01 4.94163139e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11550000e+02	p              	-4.91548604e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66124475e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11550000e+02	U              	(-5.85532746e-02 -1.22734934e-01 -8.94479786e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18869312e+00 3.83804390e-01 4.93874873e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11600000e+02	p              	-4.91061350e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66098390e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11600000e+02	U              	(-5.75267832e-02 -1.20100950e-01 -8.80192658e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18849920e+00 3.83823227e-01 4.93589573e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11650000e+02	p              	-4.90547967e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66066861e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11650000e+02	U              	(-5.65394770e-02 -1.17419903e-01 -8.63908354e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18830089e+00 3.83840921e-01 4.93298044e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11700000e+02	p              	-4.90049712e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66059973e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11700000e+02	U              	(-5.55893607e-02 -1.14693670e-01 -8.46703165e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18809863e+00 3.83857596e-01 4.93003749e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11750000e+02	p              	-4.89499727e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66077552e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11750000e+02	U              	(-5.46808275e-02 -1.11922072e-01 -8.31247817e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18789242e+00 3.83873201e-01 4.92707312e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11800000e+02	p              	-4.89003090e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66040808e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11800000e+02	U              	(-5.38112531e-02 -1.09113689e-01 -8.14556182e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18768253e+00 3.83887612e-01 4.92413487e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11850000e+02	p              	-4.88480434e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.65987382e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11850000e+02	U              	(-5.29830668e-02 -1.06261396e-01 -7.97553307e-20)	(3.27450028e+00 3.53071347e-01 1.23400670e-17)	(1.18746850e+00 3.83900696e-01 4.92113385e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11900000e+02	p              	-4.87949627e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.65961650e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11900000e+02	U              	(-5.43883487e-02 -1.10949237e-01 -1.38834206e-19)	(6.28482874e+00 3.49145090e-01 3.37159760e-17)	(1.18725050e+00 3.83912476e-01 4.91811052e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.11950000e+02	p              	-4.87741395e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.65951561e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.11950000e+02	U              	(-3.91038891e-02 -1.26931927e-01 -7.86499075e-20)	(3.47803345e+00 3.52805886e-01 -6.33830478e-17)	(1.18702893e+00 3.83923053e-01 4.91506442e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.12000000e+02	p              	-4.88547938e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.65928036e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.12000000e+02	U              	(-3.79931532e-02 -1.24243844e-01 -7.86331982e-20)	(3.47803345e+00 3.52805886e-01 -6.33830478e-17)	(1.18680393e+00 3.83932411e-01 4.91200625e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.12050000e+02	p              	-4.89357862e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.65890719e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.12050000e+02	U              	(-5.23276780e-02 -1.25041867e-01 -1.35772541e-19)	(6.28482874e+00 3.49145090e-01 3.37159760e-17)	(1.18657557e+00 3.83940670e-01 4.90888628e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.12100000e+02	p              	-4.90133750e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.65917944e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
3.12100000e+02	U              	(-5.15841726e-02 -1.29685129e-01 -1.35163595e-19)	(6.28482874e+00 3.49145090e-01 3.37159760e-17)	(1.18634398e+00 3.83947558e-01 4.90584802e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
