# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
139.35          	U               	(1.03938070e-03 1.41996392e-03 -5.92021045e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877009e+00 3.15988421e-01 9.46443609e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.4           	p               	-4.94849978e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068532e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.4           	U               	(1.03938043e-03 1.41996414e-03 -5.92021119e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877008e+00 3.15988423e-01 9.46443604e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.45          	p               	-4.94849363e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068854e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.45          	U               	(1.03938044e-03 1.41996405e-03 -5.92021013e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877007e+00 3.15988425e-01 9.46443576e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.5           	p               	-4.94849672e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068559e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.5           	U               	(1.03938020e-03 1.41996425e-03 -5.92021100e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877007e+00 3.15988427e-01 9.46443571e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.55          	p               	-4.94849256e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068964e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.55          	U               	(1.03938017e-03 1.41996420e-03 -5.92021004e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877006e+00 3.15988429e-01 9.46443537e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.6           	p               	-4.94849445e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068612e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.6           	U               	(1.03937993e-03 1.41996440e-03 -5.92021077e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877005e+00 3.15988432e-01 9.46443536e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.65          	p               	-4.94849187e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069201e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.65          	U               	(1.03937996e-03 1.41996426e-03 -5.92020962e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877005e+00 3.15988434e-01 9.46443517e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.7           	p               	-4.94849260e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068620e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.7           	U               	(1.03937974e-03 1.41996447e-03 -5.92021058e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877004e+00 3.15988436e-01 9.46443483e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.75          	p               	-4.94849090e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069240e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.75          	U               	(1.03937970e-03 1.41996442e-03 -5.92020963e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877003e+00 3.15988438e-01 9.46443497e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.8           	p               	-4.94849061e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068723e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.8           	U               	(1.03937951e-03 1.41996459e-03 -5.92021025e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877003e+00 3.15988440e-01 9.46443441e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.85          	p               	-4.94848994e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069287e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.85          	U               	(1.03937945e-03 1.41996456e-03 -5.92020953e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877002e+00 3.15988442e-01 9.46443471e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.9           	p               	-4.94848985e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.9           	U               	(1.03937929e-03 1.41996474e-03 -5.92021003e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877001e+00 3.15988444e-01 9.46443408e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.95          	p               	-4.94848923e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069397e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.95          	U               	(1.03937922e-03 1.41996470e-03 -5.92020929e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877001e+00 3.15988446e-01 9.46443425e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140             	p               	-4.94848877e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068842e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140             	U               	(1.03937909e-03 1.41996481e-03 -5.92020973e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877000e+00 3.15988448e-01 9.46443379e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.05          	p               	-4.94849028e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069430e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.05          	U               	(1.03937887e-03 1.41996489e-03 -5.92020952e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876999e+00 3.15988450e-01 9.46443399e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.1           	p               	-4.94848774e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068931e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.1           	U               	(1.03937882e-03 1.41996493e-03 -5.92020934e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876999e+00 3.15988452e-01 9.46443338e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.15          	p               	-4.94848944e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069398e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.15          	U               	(1.03937866e-03 1.41996501e-03 -5.92020938e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876998e+00 3.15988454e-01 9.46443367e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.2           	p               	-4.94848679e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069100e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.2           	U               	(1.03937859e-03 1.41996504e-03 -5.92020913e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876997e+00 3.15988456e-01 9.46443311e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.25          	p               	-4.94848851e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069349e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.25          	U               	(1.03937840e-03 1.41996517e-03 -5.92020930e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876997e+00 3.15988458e-01 9.46443333e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.3           	p               	-4.94848622e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069263e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.3           	U               	(1.03937842e-03 1.41996512e-03 -5.92020863e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876996e+00 3.15988460e-01 9.46443290e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.35          	p               	-4.94848755e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069332e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.35          	U               	(1.03937820e-03 1.41996528e-03 -5.92020917e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876996e+00 3.15988462e-01 9.46443282e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.4           	p               	-4.94848522e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069387e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.4           	U               	(1.03937819e-03 1.41996524e-03 -5.92020845e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876995e+00 3.15988464e-01 9.46443264e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.45          	p               	-4.94848595e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069318e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.45          	U               	(1.03937798e-03 1.41996540e-03 -5.92020900e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876994e+00 3.15988466e-01 9.46443247e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.5           	p               	-4.94848428e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069480e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.5           	U               	(1.03937794e-03 1.41996537e-03 -5.92020833e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876994e+00 3.15988468e-01 9.46443233e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.55          	p               	-4.94848805e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069202e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.55          	U               	(1.03937769e-03 1.41996559e-03 -5.92020904e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876993e+00 3.15988469e-01 9.46443221e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.6           	p               	-4.94848329e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069600e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.6           	U               	(1.03937770e-03 1.41996549e-03 -5.92020801e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876992e+00 3.15988471e-01 9.46443190e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.65          	p               	-4.94848544e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069256e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.65          	U               	(1.03937748e-03 1.41996569e-03 -5.92020887e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876992e+00 3.15988473e-01 9.46443190e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.7           	p               	-4.94848261e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069848e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.7           	U               	(1.03937747e-03 1.41996558e-03 -5.92020779e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876991e+00 3.15988475e-01 9.46443176e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.75          	p               	-4.94848354e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069267e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.75          	U               	(1.03937727e-03 1.41996578e-03 -5.92020862e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876991e+00 3.15988477e-01 9.46443139e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.8           	p               	-4.94848160e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069891e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.8           	U               	(1.03937725e-03 1.41996571e-03 -5.92020770e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876990e+00 3.15988479e-01 9.46443154e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.85          	p               	-4.94848141e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069364e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.85          	U               	(1.03937708e-03 1.41996587e-03 -5.92020835e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876989e+00 3.15988481e-01 9.46443105e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.9           	p               	-4.94848071e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069936e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
140.9           	U               	(1.03937701e-03 1.41996585e-03 -5.92020766e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876989e+00 3.15988483e-01 9.46443131e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
140.95          	p               	-4.94848072e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069332e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
140.95          	U               	(1.03937687e-03 1.41996601e-03 -5.92020811e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876988e+00 3.15988485e-01 9.46443073e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141             	p               	-4.94848009e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71070038e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141             	U               	(1.03937680e-03 1.41996598e-03 -5.92020743e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876987e+00 3.15988487e-01 9.46443087e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.05          	p               	-4.94847971e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069471e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.05          	U               	(1.03937669e-03 1.41996608e-03 -5.92020780e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876987e+00 3.15988489e-01 9.46443045e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.1           	p               	-4.94847980e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71070000e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.1           	U               	(1.03937654e-03 1.41996613e-03 -5.92020748e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876986e+00 3.15988490e-01 9.46443055e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.15          	p               	-4.94847886e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069611e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.15          	U               	(1.03937646e-03 1.41996619e-03 -5.92020749e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876986e+00 3.15988492e-01 9.46443021e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.2           	p               	-4.94848111e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069970e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.2           	U               	(1.03937625e-03 1.41996629e-03 -5.92020759e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876985e+00 3.15988494e-01 9.46443029e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.25          	p               	-4.94847795e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069709e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.25          	U               	(1.03937623e-03 1.41996628e-03 -5.92020719e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876984e+00 3.15988496e-01 9.46442984e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.3           	p               	-4.94847979e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069949e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.3           	U               	(1.03937604e-03 1.41996641e-03 -5.92020750e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876984e+00 3.15988498e-01 9.46443001e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.35          	p               	-4.94847738e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71069881e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.35          	U               	(1.03937608e-03 1.41996635e-03 -5.92020676e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876983e+00 3.15988499e-01 9.46442968e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.4           	p               	-4.94847873e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069942e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.4           	U               	(1.03937585e-03 1.41996652e-03 -5.92020740e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876983e+00 3.15988501e-01 9.46442952e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.45          	p               	-4.94847634e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71070007e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.45          	U               	(1.03937585e-03 1.41996648e-03 -5.92020660e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876982e+00 3.15988503e-01 9.46442940e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.5           	p               	-4.94847712e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069932e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.5           	U               	(1.03937565e-03 1.41996663e-03 -5.92020720e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876982e+00 3.15988505e-01 9.46442922e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.55          	p               	-4.94847545e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71070096e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.55          	U               	(1.03937562e-03 1.41996660e-03 -5.92020654e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876981e+00 3.15988507e-01 9.46442910e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.6           	p               	-4.94847924e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069820e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.6           	U               	(1.03937537e-03 1.41996681e-03 -5.92020723e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876980e+00 3.15988509e-01 9.46442899e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.65          	p               	-4.94847459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71070203e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.65          	U               	(1.03937539e-03 1.41996672e-03 -5.92020624e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876980e+00 3.15988510e-01 9.46442870e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.7           	p               	-4.94847678e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069863e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.7           	U               	(1.03937518e-03 1.41996691e-03 -5.92020706e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876979e+00 3.15988512e-01 9.46442870e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.75          	p               	-4.94847400e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71070434e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.75          	U               	(1.03937518e-03 1.41996680e-03 -5.92020603e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876979e+00 3.15988514e-01 9.46442857e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.8           	p               	-4.94847501e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069868e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.8           	U               	(1.03937499e-03 1.41996698e-03 -5.92020682e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876978e+00 3.15988516e-01 9.46442823e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.85          	p               	-4.94847309e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71070467e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
141.85          	U               	(1.03937497e-03 1.41996692e-03 -5.92020595e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876978e+00 3.15988517e-01 9.46442837e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
141.9           	p               	-4.94847295e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71069963e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
141.9           	U               	(1.03937482e-03 1.41996706e-03 -5.92020656e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876977e+00 3.15988519e-01 9.46442792e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
