# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
136.1           	p               	-4.94852931e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066228e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.1           	U               	(1.03938983e-03 1.41995909e-03 -5.92021757e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877059e+00 3.15988267e-01 9.46444875e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.15          	p               	-4.94853035e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066383e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.15          	U               	(1.03938959e-03 1.41995926e-03 -5.92021802e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877058e+00 3.15988270e-01 9.46444866e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.2           	p               	-4.94852801e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066372e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.2           	U               	(1.03938954e-03 1.41995924e-03 -5.92021733e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877057e+00 3.15988272e-01 9.46444841e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.25          	p               	-4.94853262e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066259e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.25          	U               	(1.03938923e-03 1.41995948e-03 -5.92021805e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877056e+00 3.15988275e-01 9.46444829e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.3           	p               	-4.94852661e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066531e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.3           	U               	(1.03938920e-03 1.41995941e-03 -5.92021698e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877055e+00 3.15988277e-01 9.46444786e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.35          	p               	-4.94852960e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066306e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.35          	U               	(1.03938892e-03 1.41995964e-03 -5.92021781e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877054e+00 3.15988280e-01 9.46444786e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.4           	p               	-4.94852533e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066655e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.4           	U               	(1.03938885e-03 1.41995961e-03 -5.92021685e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877053e+00 3.15988283e-01 9.46444744e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.45          	p               	-4.94852719e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066375e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.45          	U               	(1.03938861e-03 1.41995981e-03 -5.92021747e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877053e+00 3.15988285e-01 9.46444744e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.5           	p               	-4.94852449e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066880e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.5           	U               	(1.03938860e-03 1.41995970e-03 -5.92021641e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877052e+00 3.15988288e-01 9.46444719e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.55          	p               	-4.94852518e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066399e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.55          	U               	(1.03938834e-03 1.41995992e-03 -5.92021726e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877051e+00 3.15988290e-01 9.46444682e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.6           	p               	-4.94852322e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066979e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.6           	U               	(1.03938829e-03 1.41995987e-03 -5.92021624e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877050e+00 3.15988293e-01 9.46444690e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.65          	p               	-4.94852284e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066490e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.65          	U               	(1.03938805e-03 1.41996007e-03 -5.92021696e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877049e+00 3.15988296e-01 9.46444627e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.7           	p               	-4.94852204e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067046e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.7           	U               	(1.03938796e-03 1.41996007e-03 -5.92021615e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877048e+00 3.15988298e-01 9.46444656e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.75          	p               	-4.94852222e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71066472e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.75          	U               	(1.03938774e-03 1.41996027e-03 -5.92021671e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877048e+00 3.15988301e-01 9.46444588e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.8           	p               	-4.94852090e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067173e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.8           	U               	(1.03938767e-03 1.41996023e-03 -5.92021581e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877047e+00 3.15988303e-01 9.46444598e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.85          	p               	-4.94852053e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066627e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.85          	U               	(1.03938751e-03 1.41996036e-03 -5.92021632e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877046e+00 3.15988306e-01 9.46444553e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.9           	p               	-4.94852143e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067245e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
136.9           	U               	(1.03938728e-03 1.41996044e-03 -5.92021601e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877045e+00 3.15988308e-01 9.46444569e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
136.95          	p               	-4.94851921e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066727e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
136.95          	U               	(1.03938718e-03 1.41996051e-03 -5.92021591e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877044e+00 3.15988311e-01 9.46444499e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137             	p               	-4.94852050e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067239e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137             	U               	(1.03938699e-03 1.41996060e-03 -5.92021584e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877044e+00 3.15988313e-01 9.46444527e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.05          	p               	-4.94851802e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71066909e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.05          	U               	(1.03938689e-03 1.41996066e-03 -5.92021563e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877043e+00 3.15988316e-01 9.46444462e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.1           	p               	-4.94851945e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067209e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.1           	U               	(1.03938667e-03 1.41996079e-03 -5.92021572e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877042e+00 3.15988318e-01 9.46444485e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.15          	p               	-4.94851728e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067074e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.15          	U               	(1.03938666e-03 1.41996076e-03 -5.92021508e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877041e+00 3.15988321e-01 9.46444430e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.2           	p               	-4.94851840e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067205e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.2           	U               	(1.03938641e-03 1.41996094e-03 -5.92021557e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877040e+00 3.15988323e-01 9.46444425e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.25          	p               	-4.94851605e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067208e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.25          	U               	(1.03938636e-03 1.41996093e-03 -5.92021488e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877040e+00 3.15988326e-01 9.46444397e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.3           	p               	-4.94852077e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067078e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.3           	U               	(1.03938606e-03 1.41996116e-03 -5.92021558e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877039e+00 3.15988328e-01 9.46444389e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.35          	p               	-4.94851476e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067362e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.35          	U               	(1.03938605e-03 1.41996108e-03 -5.92021454e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877038e+00 3.15988331e-01 9.46444350e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.4           	p               	-4.94851780e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067121e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.4           	U               	(1.03938579e-03 1.41996129e-03 -5.92021536e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877037e+00 3.15988333e-01 9.46444350e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.45          	p               	-4.94851357e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067478e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.45          	U               	(1.03938573e-03 1.41996126e-03 -5.92021441e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877036e+00 3.15988335e-01 9.46444311e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.5           	p               	-4.94851545e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067184e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.5           	U               	(1.03938550e-03 1.41996145e-03 -5.92021504e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877036e+00 3.15988338e-01 9.46444310e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.55          	p               	-4.94851279e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067704e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.55          	U               	(1.03938550e-03 1.41996134e-03 -5.92021399e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877035e+00 3.15988340e-01 9.46444288e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.6           	p               	-4.94851351e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067200e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.6           	U               	(1.03938525e-03 1.41996156e-03 -5.92021486e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877034e+00 3.15988343e-01 9.46444252e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.65          	p               	-4.94851161e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067803e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.65          	U               	(1.03938522e-03 1.41996150e-03 -5.92021382e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877033e+00 3.15988345e-01 9.46444264e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.7           	p               	-4.94851124e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067280e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.7           	U               	(1.03938498e-03 1.41996170e-03 -5.92021459e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877033e+00 3.15988347e-01 9.46444200e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.75          	p               	-4.94851052e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067859e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.75          	U               	(1.03938490e-03 1.41996168e-03 -5.92021375e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877032e+00 3.15988350e-01 9.46444231e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.8           	p               	-4.94851059e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067262e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.8           	U               	(1.03938470e-03 1.41996189e-03 -5.92021434e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877031e+00 3.15988352e-01 9.46444164e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.85          	p               	-4.94850956e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067977e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.85          	U               	(1.03938463e-03 1.41996184e-03 -5.92021345e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877030e+00 3.15988354e-01 9.46444178e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.9           	p               	-4.94850913e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067418e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
137.9           	U               	(1.03938449e-03 1.41996196e-03 -5.92021394e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877029e+00 3.15988357e-01 9.46444131e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
137.95          	p               	-4.94851025e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068036e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
137.95          	U               	(1.03938427e-03 1.41996203e-03 -5.92021369e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877029e+00 3.15988359e-01 9.46444150e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138             	p               	-4.94850791e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067514e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138             	U               	(1.03938418e-03 1.41996209e-03 -5.92021354e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877028e+00 3.15988361e-01 9.46444081e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.05          	p               	-4.94850935e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068019e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.05          	U               	(1.03938399e-03 1.41996219e-03 -5.92021354e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877027e+00 3.15988364e-01 9.46444111e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.1           	p               	-4.94850681e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067692e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.1           	U               	(1.03938391e-03 1.41996223e-03 -5.92021329e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877026e+00 3.15988366e-01 9.46444048e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.15          	p               	-4.94850835e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067981e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.15          	U               	(1.03938370e-03 1.41996237e-03 -5.92021342e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877026e+00 3.15988368e-01 9.46444072e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.2           	p               	-4.94850612e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067858e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.2           	U               	(1.03938370e-03 1.41996232e-03 -5.92021275e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877025e+00 3.15988371e-01 9.46444018e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.25          	p               	-4.94850737e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067969e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.25          	U               	(1.03938346e-03 1.41996250e-03 -5.92021329e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877024e+00 3.15988373e-01 9.46444016e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.3           	p               	-4.94850498e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71067984e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.3           	U               	(1.03938342e-03 1.41996248e-03 -5.92021258e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877024e+00 3.15988375e-01 9.46443988e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.35          	p               	-4.94850986e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067834e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.35          	U               	(1.03938314e-03 1.41996270e-03 -5.92021330e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877023e+00 3.15988377e-01 9.46443982e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.4           	p               	-4.94850381e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068137e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.4           	U               	(1.03938314e-03 1.41996262e-03 -5.92021224e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877022e+00 3.15988380e-01 9.46443951e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.45          	p               	-4.94850681e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067864e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.45          	U               	(1.03938289e-03 1.41996283e-03 -5.92021310e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877021e+00 3.15988382e-01 9.46443946e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.5           	p               	-4.94850266e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068253e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.5           	U               	(1.03938285e-03 1.41996278e-03 -5.92021214e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877021e+00 3.15988384e-01 9.46443909e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.55          	p               	-4.94850454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067924e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.55          	U               	(1.03938261e-03 1.41996298e-03 -5.92021283e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877020e+00 3.15988386e-01 9.46443908e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.6           	p               	-4.94850193e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068478e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.6           	U               	(1.03938263e-03 1.41996285e-03 -5.92021173e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877019e+00 3.15988389e-01 9.46443887e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.65          	p               	-4.94850267e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067936e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.65          	U               	(1.03938239e-03 1.41996307e-03 -5.92021265e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877018e+00 3.15988391e-01 9.46443855e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.7           	p               	-4.94850085e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068566e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.7           	U               	(1.03938236e-03 1.41996301e-03 -5.92021160e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877018e+00 3.15988393e-01 9.46443866e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.75          	p               	-4.94850049e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068015e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.75          	U               	(1.03938214e-03 1.41996320e-03 -5.92021238e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877017e+00 3.15988395e-01 9.46443804e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.8           	p               	-4.94849983e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068613e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.8           	U               	(1.03938207e-03 1.41996317e-03 -5.92021153e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877016e+00 3.15988397e-01 9.46443836e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.85          	p               	-4.94849980e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71067996e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.85          	U               	(1.03938188e-03 1.41996338e-03 -5.92021214e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877016e+00 3.15988400e-01 9.46443770e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.9           	p               	-4.94849904e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068723e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
138.9           	U               	(1.03938182e-03 1.41996333e-03 -5.92021125e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877015e+00 3.15988402e-01 9.46443788e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
138.95          	p               	-4.94849857e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068151e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
138.95          	U               	(1.03938169e-03 1.41996344e-03 -5.92021175e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877014e+00 3.15988404e-01 9.46443740e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139             	p               	-4.94849993e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068767e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139             	U               	(1.03938147e-03 1.41996351e-03 -5.92021152e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877013e+00 3.15988406e-01 9.46443763e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.05          	p               	-4.94849744e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068244e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.05          	U               	(1.03938140e-03 1.41996356e-03 -5.92021137e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877013e+00 3.15988408e-01 9.46443695e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.1           	p               	-4.94849905e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068740e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.1           	U               	(1.03938122e-03 1.41996365e-03 -5.92021138e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877012e+00 3.15988410e-01 9.46443726e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.15          	p               	-4.94849642e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068419e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.15          	U               	(1.03938115e-03 1.41996369e-03 -5.92021114e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877011e+00 3.15988413e-01 9.46443664e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.2           	p               	-4.94849808e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.2           	U               	(1.03938095e-03 1.41996382e-03 -5.92021128e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877011e+00 3.15988415e-01 9.46443688e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.25          	p               	-4.94849578e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068587e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
139.25          	U               	(1.03938096e-03 1.41996377e-03 -5.92021061e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877010e+00 3.15988417e-01 9.46443637e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.3           	p               	-4.94849717e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71068675e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
139.3           	U               	(1.03938073e-03 1.41996395e-03 -5.92021118e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11877009e+00 3.15988419e-01 9.46443636e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
139.35          	p               	-4.94849471e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71068706e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
