# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
5.00000000e-02	p              	-1.89248840e+01	(1.03340804e+00 -4.06193460e-02 2.61053336e-17)	2.21149509e+01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.88850000e+02	p              	-7.50131055e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57725119e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.88850000e+02	U              	(-3.68054279e-01 -7.06603815e-01 -1.74366709e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.35979395e+00 1.02680898e-01 2.24800662e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.88900000e+02	p              	-7.56947311e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57787013e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.88900000e+02	U              	(-3.63294801e-01 -7.13324062e-01 -1.79982437e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.36293664e+00 1.00715541e-01 2.26573443e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.88950000e+02	p              	-7.62910645e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58430959e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.88950000e+02	U              	(-3.57280441e-01 -7.18976979e-01 -1.85553864e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.36607361e+00 9.87785344e-02 2.28335432e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89000000e+02	p              	-7.69196560e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58716055e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89000000e+02	U              	(-3.50010339e-01 -7.23558023e-01 -1.92819397e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.36920013e+00 9.68734927e-02 2.30059130e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89050000e+02	p              	-7.75477228e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59015711e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89050000e+02	U              	(-3.41455265e-01 -7.27042820e-01 -1.99504274e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.37231513e+00 9.50037152e-02 2.31725694e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89100000e+02	p              	-7.81089999e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59621438e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89100000e+02	U              	(-3.31588840e-01 -7.29450746e-01 -2.06270978e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.37541796e+00 9.31645564e-02 2.33479257e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89150000e+02	p              	-7.87210791e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59861668e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89150000e+02	U              	(-3.20442110e-01 -7.30784603e-01 -2.13620031e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.37850484e+00 9.13603142e-02 2.35136146e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89200000e+02	p              	-7.93046953e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.60257047e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89200000e+02	U              	(-3.08040035e-01 -7.31079396e-01 -2.20998407e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.38157402e+00 8.95949014e-02 2.36736747e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89250000e+02	p              	-7.98406405e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.60622361e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89250000e+02	U              	(-2.94444445e-01 -7.30413246e-01 -2.29405887e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.38461938e+00 8.78695235e-02 2.38362778e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89300000e+02	p              	-8.04464738e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.60831342e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89300000e+02	U              	(-2.79739606e-01 -7.28790983e-01 -2.37504995e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.38764322e+00 8.61887637e-02 2.39840014e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89350000e+02	p              	-8.09637550e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.61382850e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89350000e+02	U              	(-2.64003173e-01 -7.26294650e-01 -2.45949966e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.39064020e+00 8.45542370e-02 2.41350325e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89400000e+02	p              	-8.15104584e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.61452432e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89400000e+02	U              	(-2.47332089e-01 -7.22994057e-01 -2.54388427e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.39360779e+00 8.29676106e-02 2.42805765e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89450000e+02	p              	-8.20708657e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.61535214e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89450000e+02	U              	(-2.29812015e-01 -7.18949551e-01 -2.62019565e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.39655018e+00 8.14267775e-02 2.44226599e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89500000e+02	p              	-8.25013873e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.62128716e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89500000e+02	U              	(-2.15107917e-01 -1.77415631e-01 -2.61089211e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.39945603e+00 7.99337372e-02 2.45682330e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89550000e+02	p              	-8.30204942e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.62397173e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89550000e+02	U              	(-2.14642426e-01 -1.58446861e-01 -2.70802560e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40232883e+00 7.84930074e-02 2.46955104e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89600000e+02	p              	-8.35004829e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.62584733e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89600000e+02	U              	(-2.13714030e-01 -1.39331413e-01 -2.80400178e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40516481e+00 7.71088643e-02 2.48192356e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89650000e+02	p              	-8.39169447e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.63008337e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89650000e+02	U              	(-2.12316852e-01 -1.20160301e-01 -2.88990816e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40795903e+00 7.57814084e-02 2.49431856e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89700000e+02	p              	-8.43922365e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.63150036e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89700000e+02	U              	(-2.10484826e-01 -1.00955904e-01 -2.97354364e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41071146e+00 7.45147049e-02 2.50530866e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89750000e+02	p              	-8.47918921e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.63512777e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89750000e+02	U              	(-2.08209054e-01 -8.17201054e-02 -3.06179820e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41342047e+00 7.33082821e-02 2.51632718e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89800000e+02	p              	-8.52189967e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.63594380e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89800000e+02	U              	(-2.05546446e-01 -6.25175818e-02 -3.13416669e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41608629e+00 7.21609349e-02 2.52686670e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89850000e+02	p              	-8.55549871e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64005379e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89850000e+02	U              	(-2.02500296e-01 -4.33696205e-02 -3.20840992e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41869946e+00 7.10776879e-02 2.53679303e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89900000e+02	p              	-8.59363085e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64245172e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89900000e+02	U              	(-1.99117893e-01 -2.41214297e-02 -3.30419565e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42126534e+00 7.00560337e-02 2.54602834e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.89950000e+02	p              	-8.62942503e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64290558e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.89950000e+02	U              	(-1.95403136e-01 -5.17477937e-03 -3.31169744e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42378160e+00 6.90977558e-02 2.55469973e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90000000e+02	p              	-8.66088194e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64439208e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90000000e+02	U              	(-1.91315519e-01 1.35920491e-02 -3.36360108e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42624124e+00 6.82109158e-02 2.56197005e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90050000e+02	p              	-8.69144061e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64605216e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90050000e+02	U              	(-3.01685468e-01 -7.58232993e-01 -7.52079780e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.42864457e+00 6.73925271e-02 2.56924879e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90100000e+02	p              	-8.72032237e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64875670e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90100000e+02	U              	(-2.92068493e-01 -7.51782834e-01 -7.90056384e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43099367e+00 6.66422009e-02 2.57561253e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90150000e+02	p              	-8.74974246e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64748675e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90150000e+02	U              	(-2.81438362e-01 -7.44449908e-01 -8.23680749e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43328725e+00 6.59612396e-02 2.58127492e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90200000e+02	p              	-8.77146671e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64985975e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90200000e+02	U              	(-2.69930498e-01 -7.36336515e-01 -8.53272370e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43551731e+00 6.53528142e-02 2.58639149e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90250000e+02	p              	-8.79667601e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64887749e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90250000e+02	U              	(-2.57647644e-01 -7.27529183e-01 -8.80398914e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43768677e+00 6.48140923e-02 2.59091808e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90300000e+02	p              	-8.81872397e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64853596e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90300000e+02	U              	(-2.44727240e-01 -7.18106772e-01 -9.04867910e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43979396e+00 6.43480740e-02 2.59433753e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90350000e+02	p              	-8.83457286e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.65071503e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90350000e+02	U              	(-2.31325867e-01 -7.08133107e-01 -9.27008347e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44183590e+00 6.39535966e-02 2.59758156e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90400000e+02	p              	-8.84898596e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.65144254e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90400000e+02	U              	(-2.17558507e-01 -6.97753363e-01 -9.41040556e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44380842e+00 6.36363249e-02 2.59928844e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90450000e+02	p              	-8.86447917e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.65157755e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90450000e+02	U              	(-2.03482328e-01 -6.86964324e-01 -9.59906085e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44571484e+00 6.33934432e-02 2.60055608e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90500000e+02	p              	-8.88101305e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64897205e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90500000e+02	U              	(-3.58082886e-01 -4.60854966e-01 -3.77574125e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44755589e+00 6.32241232e-02 2.60112773e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90550000e+02	p              	-8.88620155e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.65129135e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90550000e+02	U              	(-3.57833837e-01 -4.45299729e-01 -3.88770788e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44932490e+00 6.31289508e-02 2.60138593e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90600000e+02	p              	-8.89601913e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64853178e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90600000e+02	U              	(-3.56728505e-01 -4.29266680e-01 -3.99232296e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.45102279e+00 6.31065737e-02 2.60075277e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90650000e+02	p              	-8.89880865e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64950046e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90650000e+02	U              	(-3.54839412e-01 -4.12820207e-01 -4.07912447e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.45264619e+00 6.31591866e-02 2.59925497e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90700000e+02	p              	-8.90200960e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.64961502e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90700000e+02	U              	(-2.04887503e-01 -8.22696428e-01 -1.56646208e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45419501e+00 6.32882754e-02 2.59668318e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90750000e+02	p              	-8.90689527e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64614870e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90750000e+02	U              	(-1.98012472e-01 -8.18886371e-01 -1.69269940e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45567091e+00 6.34897241e-02 2.59396114e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
2.90800000e+02	p              	-8.90658665e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64662001e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90800000e+02	U              	(-1.90011641e-01 -8.13991591e-01 -1.80897367e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47095015e+00 2.86246055e-01 2.59045197e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.90850000e+02	p              	-8.90604324e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64572260e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90850000e+02	U              	(-1.81065654e-01 -8.08145936e-01 -1.92462692e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47214906e+00 2.86651183e-01 2.58859641e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.90900000e+02	p              	-8.90315579e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64362880e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90900000e+02	U              	(-1.71344531e-01 -8.01486889e-01 -2.03435738e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47324335e+00 2.87081082e-01 2.58621293e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.90950000e+02	p              	-8.89712461e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64374434e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.90950000e+02	U              	(-1.61022653e-01 -7.94144662e-01 -2.13981590e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47423204e+00 2.87536008e-01 2.58314584e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91000000e+02	p              	-8.88970996e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64193880e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91000000e+02	U              	(-1.50222951e-01 -7.86256698e-01 -2.23071871e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47511531e+00 2.88014471e-01 2.57963626e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91050000e+02	p              	-8.87983898e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64117432e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91050000e+02	U              	(-1.39131381e-01 -7.77906211e-01 -2.32530920e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47589248e+00 2.88516540e-01 2.57544657e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91100000e+02	p              	-8.86781748e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.64095578e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91100000e+02	U              	(-1.27901376e-01 -7.69218256e-01 -2.41285073e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47656380e+00 2.89042120e-01 2.57068736e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91150000e+02	p              	-8.85483607e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.63759860e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91150000e+02	U              	(-3.55242863e-01 -1.15542952e-01 -3.25972618e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47712703e+00 2.89590350e-01 2.56528487e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91200000e+02	p              	-8.83855341e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.63643898e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91200000e+02	U              	(-3.53625560e-01 -9.60141470e-02 -3.24307466e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47758229e+00 2.90160660e-01 2.55934562e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91250000e+02	p              	-8.82051495e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.63501835e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91250000e+02	U              	(-3.51743064e-01 -7.64809238e-02 -3.22274643e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47793139e+00 2.90751511e-01 2.55301162e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91300000e+02	p              	-8.80256173e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.63249499e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91300000e+02	U              	(-3.49649894e-01 -5.69190633e-02 -3.20445491e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47817487e+00 2.91363041e-01 2.54605001e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91350000e+02	p              	-8.77930125e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.63138435e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91350000e+02	U              	(-3.47326313e-01 -3.73926856e-02 -3.15820103e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47830985e+00 2.91995156e-01 2.53836233e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91400000e+02	p              	-8.75659400e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.62864016e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91400000e+02	U              	(-3.44645215e-01 -1.78110870e-02 -3.08838889e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47833815e+00 2.92646335e-01 2.53035418e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91450000e+02	p              	-8.72777187e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.62861317e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91450000e+02	U              	(-3.42108031e-01 1.66814526e-03 -3.09694049e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47825775e+00 2.93316068e-01 2.52164777e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91500000e+02	p              	-8.70232065e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.62575001e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91500000e+02	U              	(-3.39610592e-01 2.11181904e-02 -3.06784997e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47807118e+00 2.94004245e-01 2.51253559e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91550000e+02	p              	-8.67378591e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.62286516e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91550000e+02	U              	(-2.60993353e-01 -8.15112686e-02 -3.82124647e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47777898e+00 2.94709930e-01 2.50289924e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91600000e+02	p              	-8.64190621e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.62212184e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91600000e+02	U              	(-2.55336042e-01 -6.22850419e-02 -3.70210550e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47738312e+00 2.95431717e-01 2.49290824e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91650000e+02	p              	-8.60679466e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.62021802e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91650000e+02	U              	(-2.50145728e-01 -4.30936791e-02 -3.68478354e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47688121e+00 2.96168501e-01 2.48229323e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91700000e+02	p              	-8.57246991e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61855326e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91700000e+02	U              	(-2.45185095e-01 -2.39786019e-02 -3.56881213e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47627384e+00 2.96920943e-01 2.47112524e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91750000e+02	p              	-8.53551891e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61649515e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91750000e+02	U              	(-2.40413813e-01 -4.88419463e-03 -3.46866778e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47556290e+00 2.97686938e-01 2.45970232e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91800000e+02	p              	-8.49838248e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61180466e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91800000e+02	U              	(-2.35855743e-01 1.42253587e-02 -3.37569311e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47474736e+00 2.98466341e-01 2.44764060e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91850000e+02	p              	-8.45754075e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61118579e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.91850000e+02	U              	(-3.01299595e-01 -2.41879641e-01 -1.67326004e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47383024e+00 2.99257984e-01 2.43533349e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
2.91900000e+02	p              	-8.41670250e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60956321e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
