# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
5.00000000e-02	p              	-1.89248840e+01	(1.03340804e+00 -4.06193460e-02 2.61053336e-17)	2.21149509e+01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
8.95000000e+01	p              	-3.49726197e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45433152e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.95000000e+01	U              	(-4.46735896e-01 1.09246714e-02 -3.75884247e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15670141e+00 2.32376478e-01 4.81446958e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.95500000e+01	p              	-3.49617340e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45432569e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.95500000e+01	U              	(-4.46366148e-01 1.09162752e-02 -3.75503771e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15669422e+00 2.32372841e-01 4.81476338e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.96000000e+01	p              	-3.49517799e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45433063e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.96000000e+01	U              	(-4.45996704e-01 1.09079974e-02 -3.75141522e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15668705e+00 2.32369219e-01 4.81506312e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.96500000e+01	p              	-3.49406166e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45432564e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.96500000e+01	U              	(-4.45627580e-01 1.08998126e-02 -3.74761900e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15667989e+00 2.32365600e-01 4.81539635e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.97000000e+01	p              	-3.49285925e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45432187e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.97000000e+01	U              	(-4.45258787e-01 1.08916658e-02 -3.74361269e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15667275e+00 2.32361975e-01 4.81574727e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.97500000e+01	p              	-3.49184903e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45433774e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.97500000e+01	U              	(-4.44890252e-01 1.08835399e-02 -3.73980773e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15666561e+00 2.32358349e-01 4.81606802e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.98000000e+01	p              	-3.49088330e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45435924e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.98000000e+01	U              	(-4.44521910e-01 1.08754228e-02 -3.73607354e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15665849e+00 2.32354721e-01 4.81639727e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.98500000e+01	p              	-3.48994663e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45438607e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.98500000e+01	U              	(-4.44153751e-01 1.08673684e-02 -3.73254812e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15665137e+00 2.32351101e-01 4.81669755e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.99000000e+01	p              	-3.48905302e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45440643e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.99000000e+01	U              	(-4.43785794e-01 1.08594048e-02 -3.72899919e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15664428e+00 2.32347488e-01 4.81700928e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
8.99500000e+01	p              	-3.48804258e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45442228e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
8.99500000e+01	U              	(-4.43418087e-01 1.08515251e-02 -3.72527491e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15663720e+00 2.32343881e-01 4.81732355e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.00000000e+01	p              	-3.48695830e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45443481e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.00000000e+01	U              	(-4.43050668e-01 1.08437204e-02 -3.72145953e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15663012e+00 2.32340272e-01 4.81766205e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.00500000e+01	p              	-3.48590960e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45445222e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.00500000e+01	U              	(-4.42683534e-01 1.08359916e-02 -3.71770227e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15662306e+00 2.32336667e-01 4.81797089e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.01000000e+01	p              	-3.48488828e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45447027e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.01000000e+01	U              	(-4.42316670e-01 1.08283376e-02 -3.71396504e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15661601e+00 2.32333068e-01 4.81828116e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.01500000e+01	p              	-3.48383981e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45448849e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.01500000e+01	U              	(-4.41950066e-01 1.08207755e-02 -3.71031518e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15660896e+00 2.32329477e-01 4.81858808e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.02000000e+01	p              	-3.48276300e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45450648e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.02000000e+01	U              	(-4.41583716e-01 1.08133250e-02 -3.70672622e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15660193e+00 2.32325895e-01 4.81889254e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.02500000e+01	p              	-3.48168475e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45452417e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.02500000e+01	U              	(-4.41217616e-01 1.08059919e-02 -3.70312849e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15659492e+00 2.32322321e-01 4.81919795e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.03000000e+01	p              	-3.48063335e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45454179e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.03000000e+01	U              	(-4.40851771e-01 1.07987658e-02 -3.69946735e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15658791e+00 2.32318753e-01 4.81950694e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.03500000e+01	p              	-3.47961115e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45455699e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.03500000e+01	U              	(-4.40486183e-01 1.07916327e-02 -3.69575323e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15658092e+00 2.32315191e-01 4.81981833e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.04000000e+01	p              	-3.47858605e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45457245e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.04000000e+01	U              	(-4.40120852e-01 1.07845880e-02 -3.69203855e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15657393e+00 2.32311633e-01 4.82013072e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.04500000e+01	p              	-3.47754361e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45458882e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.04500000e+01	U              	(-4.39755776e-01 1.07776395e-02 -3.68836619e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15656696e+00 2.32308078e-01 4.82044103e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.05000000e+01	p              	-3.47649864e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45460499e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.05000000e+01	U              	(-4.39390948e-01 1.07707933e-02 -3.68471663e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15656001e+00 2.32304528e-01 4.82075219e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.05500000e+01	p              	-3.47546206e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45462046e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.05500000e+01	U              	(-4.39026356e-01 1.07640539e-02 -3.68110037e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15655306e+00 2.32300979e-01 4.82106667e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.06000000e+01	p              	-3.47444335e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.45463479e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.06000000e+01	U              	(-4.38661976e-01 1.07574268e-02 -3.67754649e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15654613e+00 2.32297429e-01 4.82138608e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.06500000e+01	p              	-3.47341103e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45465291e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.06500000e+01	U              	(-4.38297901e-01 1.07508834e-02 -3.67360659e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15653921e+00 2.32293898e-01 4.82164911e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.07000000e+01	p              	-3.47331346e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45467224e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.07000000e+01	U              	(-4.37934222e-01 1.07444461e-02 -3.66963644e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15653230e+00 2.32290385e-01 4.82193619e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.07500000e+01	p              	-3.47321525e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45468699e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.07500000e+01	U              	(-4.37570893e-01 1.07381525e-02 -3.66599075e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15652539e+00 2.32286875e-01 4.82226406e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.08000000e+01	p              	-3.47313671e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45468987e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.08000000e+01	U              	(-4.37207814e-01 1.07320056e-02 -3.66252027e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15651849e+00 2.32283363e-01 4.82257971e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.08500000e+01	p              	-3.47300246e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45474650e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.08500000e+01	U              	(-4.36845009e-01 1.07259619e-02 -3.65870956e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15651160e+00 2.32279856e-01 4.82288199e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.09000000e+01	p              	-3.47291234e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45476067e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.09000000e+01	U              	(-4.36482440e-01 1.07200149e-02 -3.65504814e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15650471e+00 2.32276349e-01 4.82319751e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.09500000e+01	p              	-3.47282470e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45477175e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.09500000e+01	U              	(-4.36120085e-01 1.07141620e-02 -3.65140981e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15649785e+00 2.32272836e-01 4.82352277e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.10000000e+01	p              	-3.47273773e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45478313e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.10000000e+01	U              	(-4.35757939e-01 1.07083930e-02 -3.64771820e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15649100e+00 2.32269318e-01 4.82384371e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.10500000e+01	p              	-3.47265738e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45480574e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.10500000e+01	U              	(-4.35396139e-01 1.07026925e-02 -3.64361859e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15648417e+00 2.32265838e-01 4.82403864e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.11000000e+01	p              	-3.47254786e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45482662e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.11000000e+01	U              	(-4.35034719e-01 1.06972068e-02 -3.64017145e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15647733e+00 2.32262368e-01 4.82437176e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.11500000e+01	p              	-3.47244825e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45484886e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.11500000e+01	U              	(-4.34673689e-01 1.06918943e-02 -3.63635100e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15647049e+00 2.32258912e-01 4.82465187e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.12000000e+01	p              	-3.47236235e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45485904e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.12000000e+01	U              	(-4.34312942e-01 1.06867315e-02 -3.63276734e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15646366e+00 2.32255460e-01 4.82496208e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.12500000e+01	p              	-3.47226981e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45487390e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.12500000e+01	U              	(-4.33952471e-01 1.06817159e-02 -3.62913507e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15645684e+00 2.32252007e-01 4.82527330e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.13000000e+01	p              	-3.47218485e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45488497e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.13000000e+01	U              	(-4.33592256e-01 1.06768324e-02 -3.62548001e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15645004e+00 2.32248556e-01 4.82557531e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.13500000e+01	p              	-3.47210621e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45488966e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.13500000e+01	U              	(-4.33232293e-01 1.06720736e-02 -3.62180749e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15644324e+00 2.32245106e-01 4.82587888e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.14000000e+01	p              	-3.47199997e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45492086e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.14000000e+01	U              	(-4.32872613e-01 1.06674630e-02 -3.61815192e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15643646e+00 2.32241661e-01 4.82617325e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.14500000e+01	p              	-3.47189009e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45495633e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.14500000e+01	U              	(-4.32513231e-01 1.06630112e-02 -3.61449524e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15642969e+00 2.32238224e-01 4.82646422e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.15000000e+01	p              	-3.47180102e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45497059e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.15000000e+01	U              	(-4.32154142e-01 1.06587177e-02 -3.61084279e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15642293e+00 2.32234792e-01 4.82676206e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.15500000e+01	p              	-3.47171374e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45498369e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.15500000e+01	U              	(-4.31795337e-01 1.06545723e-02 -3.60716198e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15641618e+00 2.32231363e-01 4.82706132e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.16000000e+01	p              	-3.47162440e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45499876e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.16000000e+01	U              	(-4.31436816e-01 1.06505760e-02 -3.60349097e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15640945e+00 2.32227939e-01 4.82735880e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.16500000e+01	p              	-3.47153453e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45501446e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.16500000e+01	U              	(-4.31078580e-01 1.06467305e-02 -3.59981737e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15640272e+00 2.32224518e-01 4.82765568e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.17000000e+01	p              	-3.47144454e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45503036e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.17000000e+01	U              	(-4.30720632e-01 1.06430372e-02 -3.59613805e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15639601e+00 2.32221101e-01 4.82795192e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.17500000e+01	p              	-3.47135413e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.45504660e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.17500000e+01	U              	(-4.30362975e-01 1.06394943e-02 -3.59243855e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15638930e+00 2.32217688e-01 4.82824761e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.18000000e+01	p              	-3.47126381e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45506417e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.18000000e+01	U              	(-4.30005622e-01 1.06361063e-02 -3.58872881e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15638261e+00 2.32214284e-01 4.82853315e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.18500000e+01	p              	-3.47118241e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45507964e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.18500000e+01	U              	(-4.29648560e-01 1.06328923e-02 -3.58512861e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15637592e+00 2.32210880e-01 4.82884030e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.19000000e+01	p              	-3.47110134e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45509368e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.19000000e+01	U              	(-4.29291773e-01 1.06298425e-02 -3.58149181e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15636925e+00 2.32207477e-01 4.82914167e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.19500000e+01	p              	-3.47101786e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45510872e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.19500000e+01	U              	(-4.28935266e-01 1.06269470e-02 -3.57779607e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15636260e+00 2.32204075e-01 4.82943492e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.20000000e+01	p              	-3.47093246e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45512601e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.20000000e+01	U              	(-4.28579053e-01 1.06242098e-02 -3.57409490e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15635595e+00 2.32200678e-01 4.82972963e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.20500000e+01	p              	-3.47085224e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45513988e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.20500000e+01	U              	(-4.28223140e-01 1.06216281e-02 -3.57036998e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15634932e+00 2.32197283e-01 4.83002603e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.21000000e+01	p              	-3.47077094e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45515478e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.21000000e+01	U              	(-4.27867532e-01 1.06191929e-02 -3.56660342e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15634270e+00 2.32193892e-01 4.83031792e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.21500000e+01	p              	-3.47069271e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45516646e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.21500000e+01	U              	(-4.27512230e-01 1.06169271e-02 -3.56293513e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15633609e+00 2.32190501e-01 4.83062311e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.22000000e+01	p              	-3.47059316e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45519354e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.22000000e+01	U              	(-4.27157202e-01 1.06148885e-02 -3.55956142e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15632949e+00 2.32187123e-01 4.83088195e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.22500000e+01	p              	-3.47051356e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45520607e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.22500000e+01	U              	(-4.26802472e-01 1.06130583e-02 -3.55592998e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15632291e+00 2.32183750e-01 4.83118398e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.23000000e+01	p              	-3.47042059e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45522924e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.23000000e+01	U              	(-4.26448053e-01 1.06114019e-02 -3.55216539e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15631633e+00 2.32180390e-01 4.83145183e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.23500000e+01	p              	-3.47034743e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45524021e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.23500000e+01	U              	(-4.26093951e-01 1.06099370e-02 -3.54851703e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15630976e+00 2.32177027e-01 4.83177149e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.24000000e+01	p              	-3.47027037e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45525070e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.24000000e+01	U              	(-4.25740128e-01 1.06086354e-02 -3.54482609e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15630321e+00 2.32173664e-01 4.83206339e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.24500000e+01	p              	-3.47019034e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45526389e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.24500000e+01	U              	(-4.25386609e-01 1.06075149e-02 -3.54114327e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15629667e+00 2.32170303e-01 4.83235262e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.25000000e+01	p              	-3.47010647e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45528344e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.25000000e+01	U              	(-4.25033391e-01 1.06065328e-02 -3.53729105e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15629015e+00 2.32166942e-01 4.83265470e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.25500000e+01	p              	-3.47002577e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45530038e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
9.25500000e+01	U              	(-4.24680474e-01 1.06056753e-02 -3.53343081e-20)	(6.29820622e+00 1.16562877e-01 3.28082270e-17)	(1.15628363e+00 2.32163580e-01 4.83295653e-20)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
9.26000000e+01	p              	-3.46994844e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.45531267e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
