# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
208.75          	((1.21292499e+00 -1.11817273e-08 3.88260916e-21) (7.61961681e-01 -2.48713803e-10 -3.23922350e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778763e-20 -6.33594181e-21 -6.94106231e-16) (-5.34479077e-20 5.76357680e-23 4.40720377e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
208.8           	((1.21292500e+00 3.47598630e-09 3.88260796e-21) (7.61961681e-01 2.22478980e-12 -3.23922148e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594177e-21 1.77158635e-16) (-5.34479077e-20 5.76356457e-23 5.75971215e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
208.85          	((1.21292500e+00 3.47598630e-09 3.88260796e-21) (7.61961681e-01 1.22214201e-10 -3.23922078e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594177e-21 1.77158635e-16) (-5.34479077e-20 5.76356432e-23 6.74967027e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
208.9           	((1.21292500e+00 -1.28669506e-08 3.88260894e-21) (7.61961681e-01 -2.77238330e-10 -3.23921812e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778761e-20 -6.33594183e-21 -5.38089538e-16) (-5.34479077e-20 5.76357321e-23 2.20030244e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
208.95          	((1.21292501e+00 1.55856994e-08 3.88260717e-21) (7.61961681e-01 2.30027473e-10 -3.23923217e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594128e-21 8.62482828e-16) (-5.34479077e-20 5.76355567e-23 6.04335332e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209             	((1.21292500e+00 -4.97131268e-09 3.88260856e-21) (7.61961681e-01 -3.73643755e-11 -3.23922365e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594183e-21 -3.06720795e-16) (-5.34479077e-20 5.76357107e-23 5.01475597e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.05          	((1.21292500e+00 -4.97131268e-09 3.88260856e-21) (7.61961681e-01 -2.15021598e-10 -3.23922451e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594183e-21 -3.06720795e-16) (-5.34479077e-20 5.76357197e-23 3.39242523e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.1           	((1.21292500e+00 1.51052483e-08 3.88260726e-21) (7.61961681e-01 2.74365357e-10 -3.23923145e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594124e-21 7.60025723e-16) (-5.34479077e-20 5.76355573e-23 7.89759577e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.15          	((1.21292500e+00 -1.43321965e-08 3.88260903e-21) (7.61961681e-01 -2.04843743e-10 -3.23921158e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778764e-20 -6.33594239e-21 -7.46906877e-16) (-5.34479077e-20 5.76357681e-23 4.23053953e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.2           	((1.21292500e+00 5.14061056e-09 3.88260776e-21) (7.61961681e-01 4.20109086e-12 -3.23922566e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594151e-21 3.13117587e-16) (-5.34479077e-20 5.76356255e-23 4.48671655e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.25          	((1.21292500e+00 5.14061056e-09 3.88260776e-21) (7.61961681e-01 1.87315968e-10 -3.23922492e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594151e-21 3.13117587e-16) (-5.34479077e-20 5.76356089e-23 5.96278582e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.3           	((1.21292500e+00 -1.26750995e-08 3.88260893e-21) (7.61961681e-01 -2.42931723e-10 -3.23921472e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778763e-20 -6.33594239e-21 -6.63206469e-16) (-5.34479077e-20 5.76357754e-23 2.35825248e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.35          	((1.21292499e+00 7.47431956e-09 3.88260770e-21) (7.61961680e-01 2.41996805e-11 -3.23923501e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594106e-21 4.24898831e-16) (-5.34479077e-20 5.76356027e-23 3.82232093e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.4           	((1.21292501e+00 -6.35366880e-10 3.88260813e-21) (7.61961681e-01 2.27652272e-12 -3.23921468e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594218e-21 -5.77879758e-17) (-5.34479077e-20 5.76356759e-23 4.36668410e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.45          	((1.21292500e+00 2.46706465e-09 3.88260793e-21) (7.61961680e-01 -8.99551961e-12 -3.23922646e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594142e-21 1.57534576e-16) (-5.34479077e-20 5.76356322e-23 4.08283823e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.5           	((1.21292500e+00 2.46706465e-09 3.88260793e-21) (7.61961680e-01 7.01906276e-11 -3.23922490e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594142e-21 1.57534576e-16) (-5.34479076e-20 5.76356130e-23 4.88578622e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.55          	((1.21292501e+00 1.30324532e-09 3.88260814e-21) (7.61961680e-01 6.88190581e-11 -3.23921973e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594224e-21 -9.19403442e-17) (-5.34479077e-20 5.76357004e-23 5.79740422e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.6           	((1.21292499e+00 -8.28771618e-09 3.88260868e-21) (7.61961680e-01 -1.89767493e-10 -3.23922810e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778757e-20 -6.33594159e-21 -4.22296746e-16) (-5.34479077e-20 5.76357274e-23 3.05770687e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.65          	((1.21292500e+00 4.99943120e-10 3.88260796e-21) (7.61961680e-01 -2.55028082e-11 -3.23921963e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594184e-21 7.61109925e-17) (-5.34479077e-20 5.76356578e-23 3.54605928e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.7           	((1.21292500e+00 4.99943120e-10 3.88260796e-21) (7.61961680e-01 1.00159429e-11 -3.23922069e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594184e-21 7.61109925e-17) (-5.34479077e-20 5.76356662e-23 3.49109283e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.75          	((1.21292499e+00 -1.03077810e-08 3.88260855e-21) (7.61961680e-01 -2.80688969e-10 -3.23922288e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594161e-21 -3.29380620e-16) (-5.34479076e-20 5.76357065e-23 -1.53835278e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.8           	((1.21292501e+00 1.54905519e-08 3.88260715e-21) (7.61961680e-01 2.31046272e-10 -3.23922856e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594150e-21 7.22620748e-16) (-5.34479077e-20 5.76355787e-23 4.12209156e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.85          	((1.21292500e+00 -3.27000900e-09 3.88260835e-21) (7.61961680e-01 -2.02769850e-11 -3.23922528e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594173e-21 -2.37982377e-16) (-5.34479077e-20 5.76356999e-23 3.51298157e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.9           	((1.21292500e+00 -3.27000900e-09 3.88260835e-21) (7.61961680e-01 -1.52985836e-10 -3.23922503e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594173e-21 -2.37982377e-16) (-5.34479076e-20 5.76356989e-23 2.57108571e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
209.95          	((1.21292501e+00 1.59559073e-08 3.88260722e-21) (7.61961680e-01 3.39947095e-10 -3.23922935e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594144e-21 6.63098049e-16) (-5.34479077e-20 5.76355754e-23 7.36997963e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210             	((1.21292500e+00 -1.77746215e-08 3.88260901e-21) (7.61961680e-01 -2.58383332e-10 -3.23921232e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778762e-20 -6.33594223e-21 -8.12609528e-16) (-5.34479076e-20 5.76357647e-23 2.48145948e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.05          	((1.21292499e+00 1.52769262e-08 3.88260717e-21) (7.61961679e-01 2.26002866e-10 -3.23923685e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594113e-21 7.77806639e-16) (-5.34479077e-20 5.76355562e-23 5.15933476e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.1           	((1.21292500e+00 -9.75240666e-09 3.88260841e-21) (7.61961680e-01 -1.46240461e-10 -3.23922000e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594200e-21 -3.37620557e-16) (-5.34479076e-20 5.76357087e-23 2.46114240e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.15          	((1.21292500e+00 -9.75240666e-09 3.88260841e-21) (7.61961680e-01 -4.39174318e-10 -3.23922067e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594200e-21 -3.37620557e-16) (-5.34479076e-20 5.76357432e-23 -1.23911645e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.2           	((1.21292500e+00 1.56293701e-08 3.88260716e-21) (7.61961679e-01 1.47634450e-10 -3.23923644e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594105e-21 7.50376324e-16) (-5.34479077e-20 5.76355870e-23 3.17389864e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.25          	((1.21292501e+00 -8.94450454e-09 3.88260847e-21) (7.61961680e-01 -1.40315086e-10 -3.23920924e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594226e-21 -4.53304928e-16) (-5.34479076e-20 5.76357281e-23 2.39088957e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.3           	((1.21292500e+00 8.25801135e-09 3.88260769e-21) (7.61961679e-01 8.95580068e-11 -3.23923002e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594141e-21 2.68123197e-16) (-5.34479077e-20 5.76356459e-23 4.35722985e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.35          	((1.21292500e+00 8.25801135e-09 3.88260769e-21) (7.61961679e-01 3.31215676e-10 -3.23922819e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594141e-21 2.68123197e-16) (-5.34479076e-20 5.76356145e-23 7.46760986e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.4           	((1.21292501e+00 -7.57560030e-09 3.88260839e-21) (7.61961679e-01 -6.15567666e-12 -3.23921190e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594228e-21 -4.03973729e-16) (-5.34479076e-20 5.76357097e-23 5.74757603e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.45          	((1.21292498e+00 -1.16040471e-09 3.88260814e-21) (7.61961679e-01 -5.12868081e-11 -3.23923417e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594145e-21 -7.48099499e-17) (-5.34479076e-20 5.76356873e-23 4.02055472e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.5           	((1.21292500e+00 -4.83510016e-09 3.88260796e-21) (7.61961679e-01 -9.71593604e-11 -3.23921776e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594191e-21 -4.97648797e-17) (-5.34479076e-20 5.76356654e-23 2.73579076e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.55          	((1.21292500e+00 -4.83510016e-09 3.88260796e-21) (7.61961679e-01 -2.19712380e-10 -3.23921832e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594191e-21 -4.97648797e-17) (-5.34479076e-20 5.76356807e-23 6.94347357e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.6           	((1.21292499e+00 -2.88889219e-09 3.88260811e-21) (7.61961679e-01 -2.23747673e-10 -3.23923103e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594147e-21 -8.73866951e-17) (-5.34479076e-20 5.76356983e-23 -7.53036522e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.65          	((1.21292501e+00 1.00429221e-08 3.88260725e-21) (7.61961679e-01 1.23817710e-10 -3.23922000e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594157e-21 5.25295953e-16) (-5.34479076e-20 5.76355849e-23 2.96384445e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.7           	((1.21292499e+00 -1.30246987e-08 3.88260901e-21) (7.61961679e-01 -2.73540031e-10 -3.23922705e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778761e-20 -6.33594216e-21 -8.68988041e-16) (-5.34479076e-20 5.76358415e-23 4.69530664e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.75          	((1.21292500e+00 7.19364198e-09 3.88260765e-21) (7.61961679e-01 1.10625988e-10 -3.23922210e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594161e-21 2.14563610e-16) (-5.34479076e-20 5.76356376e-23 3.39900330e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.8           	((1.21292500e+00 7.19364198e-09 3.88260765e-21) (7.61961679e-01 3.13791989e-10 -3.23922160e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594161e-21 2.14563610e-16) (-5.34479077e-20 5.76356133e-23 5.79383069e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.85          	((1.21292499e+00 -1.61282810e-08 3.88260887e-21) (7.61961678e-01 -2.42706476e-10 -3.23922027e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594219e-21 -7.71084585e-16) (-5.34479076e-20 5.76357772e-23 8.99523511e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.9           	((1.21292500e+00 1.65537235e-08 3.88260668e-21) (7.61961679e-01 2.80163739e-10 -3.23922765e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594094e-21 1.04788140e-15) (-5.34479077e-20 5.76354844e-23 2.85863000e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
210.95          	((1.21292499e+00 -8.84779112e-09 3.88260832e-21) (7.61961678e-01 -1.17329101e-10 -3.23922423e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778757e-20 -6.33594199e-21 -3.89445420e-16) (-5.34479076e-20 5.76357271e-23 9.01188846e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211             	((1.21292499e+00 -8.84779112e-09 3.88260832e-21) (7.61961678e-01 -3.90922367e-10 -3.23922604e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778757e-20 -6.33594199e-21 -3.89445420e-16) (-5.34479076e-20 5.76357568e-23 -3.05854647e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.05          	((1.21292500e+00 1.70677367e-08 3.88260687e-21) (7.61961678e-01 2.13654833e-10 -3.23922995e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594091e-21 8.75384834e-16) (-5.34479077e-20 5.76355274e-23 1.98905475e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.1           	((1.21292500e+00 -1.42064997e-08 3.88260876e-21) (7.61961678e-01 -2.42479901e-10 -3.23921371e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778761e-20 -6.33594255e-21 -8.00032783e-16) (-5.34479075e-20 5.76357991e-23 -5.21312160e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.15          	((1.21292500e+00 8.52919603e-09 3.88260744e-21) (7.61961678e-01 6.93539046e-11 -3.23922628e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594136e-21 3.74591851e-16) (-5.34479076e-20 5.76356181e-23 1.23886318e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.2           	((1.21292500e+00 8.52919603e-09 3.88260744e-21) (7.61961678e-01 3.38686322e-10 -3.23922532e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594136e-21 3.74591851e-16) (-5.34479076e-20 5.76355915e-23 4.10240591e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.25          	((1.21292500e+00 -1.24748916e-08 3.88260864e-21) (7.61961678e-01 -1.35368810e-10 -3.23921688e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594256e-21 -7.09935583e-16) (-5.34479075e-20 5.76357911e-23 7.53709595e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.3           	((1.21292499e+00 6.32198214e-09 3.88260756e-21) (7.61961678e-01 6.89940917e-11 -3.23923374e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594102e-21 3.31982705e-16) (-5.34479076e-20 5.76356075e-23 1.10367618e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.35          	((1.21292500e+00 -6.14030681e-09 3.88260803e-21) (7.61961678e-01 -7.74164101e-11 -3.23921935e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594200e-21 -2.13696248e-16) (-5.34479076e-20 5.76356918e-23 -4.79824513e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.4           	((1.21292500e+00 -6.14030681e-09 3.88260803e-21) (7.61961678e-01 -2.61546371e-10 -3.23922048e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594200e-21 -2.13696248e-16) (-5.34479076e-20 5.76357165e-23 -2.30790387e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.45          	((1.21292499e+00 3.76051256e-09 3.88260759e-21) (7.61961678e-01 -6.16511148e-11 -3.23922992e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594108e-21 2.84494650e-16) (-5.34479076e-20 5.76356181e-23 -1.85716026e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.5           	((1.21292501e+00 3.69169485e-09 3.88260752e-21) (7.61961678e-01 6.32591306e-11 -3.23921863e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594200e-21 1.83338587e-16) (-5.34479076e-20 5.76356547e-23 1.84567639e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.55          	((1.21292498e+00 -8.19283497e-09 3.88260864e-21) (7.61961678e-01 -1.82257966e-10 -3.23922908e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594183e-21 -5.97720658e-16) (-5.34479075e-20 5.76357907e-23 -1.72972747e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.6           	((1.21292500e+00 3.42961338e-09 3.88260767e-21) (7.61961678e-01 6.66964470e-11 -3.23922212e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594178e-21 9.12898229e-17) (-5.34479076e-20 5.76356622e-23 3.43537698e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.65          	((1.21292500e+00 3.42961338e-09 3.88260767e-21) (7.61961678e-01 1.55340116e-10 -3.23922216e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594178e-21 9.12898229e-17) (-5.34479076e-20 5.76356497e-23 1.48298041e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.7           	((1.21292499e+00 -1.19289785e-08 3.88260849e-21) (7.61961678e-01 -2.27797798e-10 -3.23922161e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594178e-21 -5.29958022e-16) (-5.34479076e-20 5.76357245e-23 -3.16197415e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.75          	((1.21292500e+00 1.44264170e-08 3.88260661e-21) (7.61961678e-01 2.31458196e-10 -3.23922518e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594118e-21 9.58543141e-16) (-5.34479076e-20 5.76355036e-23 -2.51763888e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.8           	((1.21292499e+00 -5.93379973e-09 3.88260814e-21) (7.61961677e-01 -8.77503729e-11 -3.23922567e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594185e-21 -3.14201790e-16) (-5.34479076e-20 5.76357174e-23 -2.34587696e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.85          	((1.21292499e+00 -5.93379973e-09 3.88260814e-21) (7.61961677e-01 -2.74046980e-10 -3.23922700e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594185e-21 -3.14201790e-16) (-5.34479075e-20 5.76357388e-23 -4.38440256e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.9           	((1.21292500e+00 1.63222162e-08 3.88260679e-21) (7.61961677e-01 2.67201660e-10 -3.23922908e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594115e-21 7.93527570e-16) (-5.34479076e-20 5.76355501e-23 8.77554973e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
211.95          	((1.21292499e+00 -1.54411403e-08 3.88260883e-21) (7.61961677e-01 -2.38756195e-10 -3.23921512e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778762e-20 -6.33594246e-21 -9.15391894e-16) (-5.34479075e-20 5.76358146e-23 -2.39480658e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212             	((1.21292500e+00 6.75843014e-09 3.88260730e-21) (7.61961677e-01 5.12904892e-11 -3.23922481e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594144e-21 3.94432750e-16) (-5.34479076e-20 5.76356142e-23 -1.04927178e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.05          	((1.21292500e+00 6.75843014e-09 3.88260730e-21) (7.61961677e-01 2.71730940e-10 -3.23922373e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594144e-21 3.94432750e-16) (-5.34479076e-20 5.76355909e-23 1.08668977e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.1           	((1.21292499e+00 -1.50299026e-08 3.88260870e-21) (7.61961677e-01 -2.48325555e-10 -3.23921725e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778761e-20 -6.33594248e-21 -8.02418028e-16) (-5.34479075e-20 5.76358030e-23 -3.39134276e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.15          	((1.21292499e+00 1.05138873e-08 3.88260708e-21) (7.61961677e-01 1.06152385e-10 -3.23923461e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594089e-21 6.05743754e-16) (-5.34479076e-20 5.76355662e-23 -1.53603519e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.2           	((1.21292500e+00 -5.56137037e-09 3.88260796e-21) (7.61961677e-01 -7.49077224e-11 -3.23921385e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594236e-21 -2.84169389e-16) (-5.34479075e-20 5.76357182e-23 -2.41225789e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.25          	((1.21292499e+00 4.16135070e-09 3.88260742e-21) (7.61961677e-01 -2.62185759e-12 -3.23922637e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594130e-21 2.58799059e-16) (-5.34479076e-20 5.76356201e-23 -2.31908936e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.3           	((1.21292499e+00 4.16135070e-09 3.88260742e-21) (7.61961677e-01 1.38218877e-10 -3.23922471e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594130e-21 2.58799059e-16) (-5.34479075e-20 5.76355905e-23 -6.46638992e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.35          	((1.21292500e+00 -2.37437902e-09 3.88260798e-21) (7.61961677e-01 1.07461783e-11 -3.23921962e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594241e-21 -3.00540842e-16) (-5.34479075e-20 5.76357388e-23 -4.43742265e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.4           	((1.21292498e+00 -4.82692302e-09 3.88260815e-21) (7.61961677e-01 -1.33746375e-10 -3.23923057e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594142e-21 -2.81784145e-16) (-5.34479075e-20 5.76357070e-23 -2.27914909e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.45          	((1.21292500e+00 -8.82273597e-10 3.88260765e-21) (7.61961677e-01 -2.57113462e-11 -3.23921951e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594189e-21 -1.32272665e-17) (-5.34479075e-20 5.76356677e-23 -1.89334659e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.5           	((1.21292500e+00 -8.82273597e-10 3.88260765e-21) (7.61961677e-01 -3.89296650e-11 -3.23922047e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594189e-21 -1.32272665e-17) (-5.34479076e-20 5.76356809e-23 -2.40481246e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.55          	((1.21292498e+00 -7.47743141e-09 3.88260803e-21) (7.61961677e-01 -2.29694774e-10 -3.23922458e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594142e-21 -2.03721588e-16) (-5.34479075e-20 5.76356822e-23 -5.34516181e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
