# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
315.35          	-8.05142845e-13	1.97488663e+00	-1.93821454e-08	-9.69187785e-09	-9.69026757e-09
315.4           	-9.22404622e-13	1.97488662e+00	8.53482033e-09	4.26648776e-09	4.26833257e-09
315.45          	-2.83002951e-12	1.97488663e+00	-8.95515328e-09	-4.48040667e-09	-4.47474661e-09
315.5           	-5.88564429e-12	1.97488663e+00	-9.20611173e-09	-4.60894151e-09	-4.59717022e-09
315.55          	-4.56894364e-12	1.97488662e+00	7.34124760e-09	3.66605486e-09	3.67519274e-09
315.6           	-1.52721054e-12	1.97488665e+00	4.90598309e-09	2.45146434e-09	2.45451876e-09
315.65          	-3.89014483e-12	1.97488661e+00	-1.21588836e-08	-6.08333194e-09	-6.07555165e-09
315.7           	-1.66308655e-12	1.97488664e+00	4.39643482e-09	2.19655432e-09	2.19988049e-09
315.75          	-2.17687890e-12	1.97488662e+00	-3.99871533e-09	-2.00153454e-09	-1.99718078e-09
315.8           	-4.47526955e-12	1.97488662e+00	-4.12993587e-09	-2.06944320e-09	-2.06049267e-09
315.85          	-2.65322237e-12	1.97488664e+00	9.43274578e-09	4.71371967e-09	4.71902611e-09
315.9           	-7.93063824e-12	1.97488661e+00	-1.99601950e-08	-9.98802812e-09	-9.97216684e-09
315.95          	-2.74637127e-12	1.97488664e+00	2.12943907e-08	1.06444490e-08	1.06499417e-08
316             	-6.61273499e-12	1.97488662e+00	-2.21918752e-08	-1.11025503e-08	-1.10893249e-08
316.05          	-3.77681306e-12	1.97488663e+00	1.27059658e-08	6.34920611e-09	6.35675974e-09
316.1           	8.53826558e-13	1.97488663e+00	1.31106874e-08	6.55619752e-09	6.55448986e-09
316.15          	-3.60843083e-12	1.97488663e+00	-1.96539104e-08	-9.83056363e-09	-9.82334677e-09
316.2           	-2.84117098e-12	1.97488662e+00	1.16245294e-08	5.80942351e-09	5.81510585e-09
316.25          	-4.14994200e-12	1.97488664e+00	-4.54205948e-09	-2.27517968e-09	-2.26687980e-09
316.3           	-5.35299073e-12	1.97488662e+00	2.86574399e-09	1.42751900e-09	1.43822498e-09
316.35          	-4.31834614e-12	1.97488662e+00	2.98152368e-09	1.48644349e-09	1.49508018e-09
316.4           	-2.83325522e-12	1.97488665e+00	-3.91764286e-10	-1.98715398e-10	-1.93048888e-10
316.45          	-5.07543584e-12	1.97488661e+00	-9.60942712e-09	-4.80978899e-09	-4.79963812e-09
316.5           	-3.47734786e-12	1.97488664e+00	2.14198287e-09	1.06751409e-09	1.07446878e-09
316.55          	-2.71496812e-12	1.97488664e+00	2.22474876e-09	1.10965941e-09	1.11508935e-09
316.6           	-6.50253961e-12	1.97488661e+00	-1.17174003e-08	-5.86520268e-09	-5.85219760e-09
316.65          	-1.40654838e-12	1.97488665e+00	2.06772141e-08	1.03372005e-08	1.03400136e-08
316.7           	-2.76666190e-12	1.97488662e+00	-6.28111900e-09	-3.14332616e-09	-3.13779284e-09
316.75          	-4.75408254e-12	1.97488662e+00	-6.51611873e-09	-3.26281345e-09	-3.25330528e-09
316.8           	6.60834885e-13	1.97488665e+00	2.03978716e-08	1.01995966e-08	1.01982750e-08
316.85          	-4.82948902e-12	1.97488661e+00	-2.37051926e-08	-1.18574258e-08	-1.18477668e-08
316.9           	-3.68433745e-12	1.97488663e+00	8.57284477e-09	4.28273805e-09	4.29010672e-09
316.95          	-9.04720634e-13	1.97488664e+00	8.87565157e-09	4.43692106e-09	4.43873050e-09
317             	-6.08780062e-12	1.97488662e+00	-2.22467911e-08	-1.11294833e-08	-1.11173077e-08
317.05          	-1.93127242e-12	1.97488663e+00	1.91927132e-08	9.59442534e-09	9.59828788e-09
317.1           	-3.60566741e-12	1.97488664e+00	-1.26520383e-08	-6.32962484e-09	-6.32241351e-09
317.15          	-2.74743390e-12	1.97488663e+00	8.30482942e-09	4.14966728e-09	4.15516214e-09
317.2           	-3.42530073e-12	1.97488663e+00	-5.69356848e-09	-2.85020954e-09	-2.84335894e-09
317.25          	-5.30226113e-12	1.97488663e+00	-5.88324588e-09	-2.94692520e-09	-2.93632068e-09
317.3           	-3.68177439e-12	1.97488662e+00	8.43509682e-09	4.21386664e-09	4.22123019e-09
317.35          	-2.21722478e-12	1.97488664e+00	2.32638509e-09	1.16097532e-09	1.16540977e-09
317.4           	-5.05621651e-12	1.97488661e+00	-1.00153934e-08	-5.01275293e-09	-5.00264049e-09
317.45          	-4.64905892e-16	1.97488665e+00	2.00458043e-08	1.00229017e-08	1.00229026e-08
317.5           	-2.33035011e-12	1.97488662e+00	-8.12857078e-09	-4.06661574e-09	-4.06195504e-09
317.55          	-5.31754046e-12	1.97488662e+00	-8.40373969e-09	-4.20718739e-09	-4.19655231e-09
317.6           	-2.72055815e-13	1.97488665e+00	1.88860387e-08	9.44274731e-09	9.44329143e-09
317.65          	-5.01661093e-12	1.97488661e+00	-2.25360890e-08	-1.12730611e-08	-1.12630279e-08
317.7           	9.91543870e-13	1.97488664e+00	2.60146602e-08	1.30083217e-08	1.30063386e-08
317.75          	-5.54945846e-13	1.97488662e+00	-1.09819217e-08	-5.49151580e-09	-5.49040591e-09
317.8           	-4.29945055e-12	1.97488662e+00	-1.13603912e-08	-5.68449507e-09	-5.67589617e-09
317.85          	1.11773123e-12	1.97488664e+00	2.28769821e-08	1.14396088e-08	1.14373733e-08
317.9           	-1.11874789e-12	1.97488663e+00	-1.56157794e-08	-7.80900847e-09	-7.80677097e-09
317.95          	4.18042445e-13	1.97488663e+00	9.57290202e-09	4.78686905e-09	4.78603297e-09
318             	3.79231900e-12	1.97488663e+00	9.86371158e-09	4.93564811e-09	4.92806347e-09
318.05          	1.10608397e-12	1.97488663e+00	-1.37406336e-08	-6.86921070e-09	-6.87142287e-09
318.1           	-2.33745640e-13	1.97488661e+00	7.11689902e-10	3.55611206e-10	3.56078697e-10
318.15          	1.68854546e-12	1.97488665e+00	7.54817719e-09	3.77577714e-09	3.77240005e-09
318.2           	1.59275262e-13	1.97488662e+00	-9.34500090e-10	-4.67090770e-10	-4.67409320e-10
318.25          	4.73575823e-13	1.97488664e+00	2.37211326e-09	1.18653020e-09	1.18558305e-09
318.3           	1.97427816e-12	1.97488664e+00	2.44191270e-09	1.22293063e-09	1.21898207e-09
318.35          	8.63273862e-13	1.97488661e+00	-5.67633877e-09	-2.83730611e-09	-2.83903266e-09
318.4           	5.73592476e-12	1.97488665e+00	1.74564283e-08	8.73395009e-09	8.72247824e-09
318.45          	2.98802107e-13	1.97488661e+00	-2.16365775e-08	-1.08179900e-08	-1.08185876e-08
318.5           	5.02415828e-12	1.97488664e+00	2.47371878e-08	1.23736180e-08	1.23635697e-08
318.55          	2.00381118e-12	1.97488662e+00	-1.28694517e-08	-6.43272205e-09	-6.43672967e-09
318.6           	-2.64070276e-12	1.97488662e+00	-1.32838480e-08	-6.64456469e-09	-6.63928329e-09
318.65          	2.81122998e-12	1.97488664e+00	2.25981669e-08	1.13018947e-08	1.12962722e-08
318.7           	7.01541689e-13	1.97488663e+00	-1.67046780e-08	-8.35163744e-09	-8.35304053e-09
318.75          	3.64294228e-12	1.97488662e+00	1.22602724e-08	6.13377913e-09	6.12649325e-09
318.8           	4.11291346e-12	1.97488663e+00	-5.82418758e-09	-2.90798088e-09	-2.91620671e-09
318.85          	4.64816922e-12	1.97488663e+00	5.03879606e-09	2.52404620e-09	2.51474986e-09
318.9           	5.52174474e-12	1.97488663e+00	5.18486924e-09	2.59795637e-09	2.58691288e-09
318.95          	3.68012012e-12	1.97488664e+00	-6.89977859e-09	-3.44620917e-09	-3.45356941e-09
319             	7.93417524e-13	1.97488661e+00	-6.55903060e-09	-3.27872188e-09	-3.28030872e-09
319.05          	3.96722640e-12	1.97488665e+00	1.20032773e-08	6.00560587e-09	5.99767142e-09
319.1           	-1.70184906e-12	1.97488661e+00	-2.37659523e-08	-1.18846780e-08	-1.18812743e-08
319.15          	1.17011381e-12	1.97488664e+00	1.00426680e-08	5.02250410e-09	5.02016387e-09
319.2           	5.06451597e-12	1.97488664e+00	1.03889669e-08	5.19954798e-09	5.18941894e-09
319.25          	-1.79992631e-13	1.97488661e+00	-2.06629875e-08	-1.03316737e-08	-1.03313138e-08
319.3           	4.67539560e-12	1.97488664e+00	2.41712675e-08	1.20903092e-08	1.20809584e-08
319.35          	1.95099503e-12	1.97488662e+00	-1.12725782e-08	-5.63433808e-09	-5.63824007e-09
319.4           	-2.25160851e-12	1.97488662e+00	-1.16420334e-08	-5.82326833e-09	-5.81876511e-09
319.45          	3.04071091e-12	1.97488664e+00	2.21503233e-08	1.10782024e-08	1.10721210e-08
319.5           	8.80210618e-14	1.97488663e+00	-1.78299398e-08	-8.91488188e-09	-8.91505792e-09
319.55          	3.04806191e-12	1.97488662e+00	1.39421159e-08	6.97410600e-09	6.96800988e-09
319.6           	2.93372759e-12	1.97488663e+00	-7.35038338e-09	-3.67225796e-09	-3.67812542e-09
319.65          	4.04663824e-13	1.97488663e+00	-7.61074255e-09	-3.80496661e-09	-3.80577594e-09
319.7           	1.50758171e-12	1.97488662e+00	9.82968357e-09	4.91634937e-09	4.91333420e-09
319.75          	2.19879670e-12	1.97488665e+00	6.00215217e-10	3.02306405e-10	2.97908812e-10
319.8           	1.60964308e-12	1.97488662e+00	2.43347521e-09	1.21834725e-09	1.21512796e-09
319.85          	2.33270358e-12	1.97488662e+00	2.49523908e-09	1.24995224e-09	1.24528684e-09
319.9           	3.92815739e-12	1.97488665e+00	2.83649706e-09	1.42217669e-09	1.41432037e-09
319.95          	-2.50139970e-13	1.97488661e+00	-1.41719617e-08	-7.08623101e-09	-7.08573073e-09
320             	2.71137713e-13	1.97488664e+00	2.12280930e-09	1.06167579e-09	1.06113351e-09
320.05          	8.74797196e-13	1.97488664e+00	2.23288162e-09	1.11731561e-09	1.11556601e-09
320.1           	-3.11373670e-12	1.97488661e+00	-1.42627061e-08	-7.13446680e-09	-7.12823932e-09
320.15          	2.72354578e-12	1.97488665e+00	2.18142740e-08	1.09098606e-08	1.09044135e-08
320.2           	-1.74759577e-12	1.97488661e+00	-2.37197822e-08	-1.18616387e-08	-1.18581435e-08
320.25          	9.36654508e-13	1.97488664e+00	1.17905687e-08	5.89622102e-09	5.89434771e-09
320.3           	4.70204529e-12	1.97488664e+00	1.21571367e-08	6.08327037e-09	6.07386628e-09
320.35          	-1.96075654e-12	1.97488661e+00	-2.46396084e-08	-1.23217650e-08	-1.23178434e-08
320.4           	4.34229367e-13	1.97488663e+00	1.87168477e-08	9.35885807e-09	9.35798961e-09
320.45          	-2.12912110e-12	1.97488662e+00	-1.22338155e-08	-6.11903687e-09	-6.11477862e-09
320.5           	-6.05763139e-12	1.97488662e+00	-1.25973026e-08	-6.30470892e-09	-6.29259366e-09
320.55          	-1.53915194e-12	1.97488663e+00	1.85960109e-08	9.29646632e-09	9.29954462e-09
320.6           	-1.10149108e-12	1.97488664e+00	-7.26437067e-09	-3.63328683e-09	-3.63108385e-09
320.65          	7.38631704e-13	1.97488663e+00	8.57261879e-09	4.28704803e-09	4.28557076e-09
320.7           	3.67300667e-12	1.97488663e+00	8.80866283e-09	4.40800442e-09	4.40065841e-09
320.75          	2.71246209e-12	1.97488664e+00	-6.04839892e-09	-3.02148700e-09	-3.02691192e-09
320.8           	-5.78916906e-13	1.97488661e+00	-6.00414135e-09	-3.00264959e-09	-3.00149176e-09
320.85          	1.98918562e-12	1.97488665e+00	1.32585271e-08	6.63125274e-09	6.62727437e-09
320.9           	-3.39295649e-13	1.97488662e+00	-5.00302159e-09	-2.50185009e-09	-2.50117150e-09
320.95          	-1.71658976e-12	1.97488662e+00	-5.14625999e-09	-2.57484658e-09	-2.57141341e-09
321             	4.10235561e-12	1.97488665e+00	1.68175953e-08	8.41290003e-09	8.40469532e-09
321.05          	1.12358473e-13	1.97488661e+00	-2.15100155e-08	-1.07548954e-08	-1.07551201e-08
321.1           	2.50106370e-12	1.97488664e+00	8.89797025e-09	4.45148619e-09	4.44648406e-09
321.15          	5.16986638e-12	1.97488664e+00	9.18608053e-09	4.59821013e-09	4.58787040e-09
321.2           	-1.45598084e-12	1.97488661e+00	-2.33964802e-08	-1.16996961e-08	-1.16967841e-08
321.25          	2.70820042e-12	1.97488664e+00	2.26865706e-08	1.13459935e-08	1.13405771e-08
321.3           	7.48474091e-13	1.97488662e+00	-1.06004071e-08	-5.29945506e-09	-5.30095201e-09
321.35          	-2.50794188e-12	1.97488662e+00	-1.09408586e-08	-5.47293724e-09	-5.46792135e-09
321.4           	3.18363489e-12	1.97488664e+00	2.26818883e-08	1.13441278e-08	1.13377605e-08
321.45          	8.09502855e-13	1.97488663e+00	-1.59699192e-08	-7.98415007e-09	-7.98576908e-09
321.5           	2.38685590e-12	1.97488662e+00	9.92013374e-09	4.96245373e-09	4.95768001e-09
321.55          	2.17966801e-12	1.97488663e+00	-6.24452875e-09	-3.12008471e-09	-3.12444404e-09
321.6           	2.52687986e-12	1.97488663e+00	4.56756677e-09	2.28631027e-09	2.28125651e-09
321.65          	3.57513509e-12	1.97488663e+00	4.71171397e-09	2.35943212e-09	2.35228185e-09
321.7           	2.49473120e-12	1.97488664e+00	-5.65554455e-09	-2.82527754e-09	-2.83026700e-09
321.75          	-3.20067323e-15	1.97488661e+00	-6.78196077e-09	-3.39098359e-09	-3.39097718e-09
321.8           	3.67825301e-12	1.97488665e+00	1.33359225e-08	6.67163952e-09	6.66428302e-09
321.85          	-1.97105993e-12	1.97488661e+00	-2.40023125e-08	-1.20031273e-08	-1.19991852e-08
321.9           	7.49206036e-13	1.97488664e+00	1.02047295e-08	5.10311393e-09	5.10161552e-09
321.95          	4.56696465e-12	1.97488664e+00	1.05531041e-08	5.28111899e-09	5.27198506e-09
322             	-8.88179504e-13	1.97488661e+00	-2.15050359e-08	-1.07534061e-08	-1.07516298e-08
322.05          	3.83477495e-12	1.97488664e+00	2.38450183e-08	1.19263439e-08	1.19186744e-08
322.1           	1.11519973e-12	1.97488662e+00	-1.17361328e-08	-5.86695118e-09	-5.86918158e-09
322.15          	-3.19703487e-12	1.97488662e+00	-1.21145041e-08	-6.06044910e-09	-6.05405503e-09
322.2           	1.96514799e-12	1.97488664e+00	2.20702512e-08	1.10370908e-08	1.10331605e-08
322.25          	-7.69357668e-13	1.97488663e+00	-1.70319462e-08	-8.51674244e-09	-8.51520373e-09
322.3           	1.90867222e-12	1.97488662e+00	1.28182589e-08	6.41103813e-09	6.40722078e-09
322.35          	2.08337373e-12	1.97488663e+00	-6.38298249e-09	-3.18940787e-09	-3.19357462e-09
322.4           	-1.25716820e-13	1.97488663e+00	-6.61725771e-09	-3.30875457e-09	-3.30850314e-09
322.45          	6.18352266e-13	1.97488662e+00	8.54874329e-09	4.27499000e-09	4.27375329e-09
322.5           	1.58416932e-12	1.97488665e+00	2.13450590e-09	1.06883712e-09	1.06566878e-09
322.55          	7.22022268e-13	1.97488662e+00	1.36768113e-09	6.84562589e-10	6.83118545e-10
322.6           	1.08398967e-12	1.97488662e+00	1.39612974e-09	6.99148857e-10	6.96980878e-10
322.65          	2.98912772e-12	1.97488665e+00	4.16303731e-09	2.08450778e-09	2.07852953e-09
322.7           	-1.49749787e-12	1.97488661e+00	-1.57909757e-08	-7.89698534e-09	-7.89399034e-09
322.75          	-8.24881287e-13	1.97488664e+00	3.02703615e-09	1.51269319e-09	1.51434295e-09
322.8           	8.21986793e-14	1.97488664e+00	3.16836682e-09	1.58426561e-09	1.58410121e-09
322.85          	-4.15846784e-12	1.97488661e+00	-1.55069155e-08	-7.75761621e-09	-7.74929928e-09
322.9           	1.82118199e-12	1.97488665e+00	2.28163230e-08	1.14099827e-08	1.14063403e-08
322.95          	-2.67971441e-12	1.97488662e+00	-2.40393781e-08	-1.20223687e-08	-1.20170093e-08
323             	-7.50599669e-14	1.97488664e+00	1.20222131e-08	6.01103147e-09	6.01118159e-09
323.05          	3.74607441e-12	1.97488664e+00	1.23968703e-08	6.20218122e-09	6.19468907e-09
323.1           	-2.92138037e-12	1.97488662e+00	-2.49395706e-08	-1.24727067e-08	-1.24668639e-08
323.15          	-7.93252508e-13	1.97488663e+00	1.79795345e-08	8.98897399e-09	8.99056049e-09
323.2           	-3.31287168e-12	1.97488663e+00	-1.21901949e-08	-6.09841032e-09	-6.09178458e-09
323.25          	-7.24584021e-12	1.97488663e+00	-1.25495447e-08	-6.28201819e-09	-6.26752651e-09
323.3           	-2.99337291e-12	1.97488663e+00	1.78656668e-08	8.92984001e-09	8.93582676e-09
323.35          	-2.08349072e-12	1.97488664e+00	-5.49430371e-09	-2.74923535e-09	-2.74506837e-09
323.4           	-3.15453067e-13	1.97488663e+00	8.09722912e-09	4.04829911e-09	4.04893002e-09
323.45          	2.44309727e-12	1.97488663e+00	8.31341624e-09	4.15915122e-09	4.15426502e-09
323.5           	1.85012997e-12	1.97488664e+00	-4.42527209e-09	-2.21078591e-09	-2.21448617e-09
323.55          	-1.96105675e-12	1.97488661e+00	-7.89090569e-09	-3.94741390e-09	-3.94349179e-09
323.6           	8.37891605e-13	1.97488665e+00	1.49159960e-08	7.45883588e-09	7.45716010e-09
323.65          	-1.73892237e-12	1.97488662e+00	-6.08326599e-09	-3.04337192e-09	-3.03989407e-09
323.7           	-3.48055352e-12	1.97488662e+00	-6.25880241e-09	-3.13288176e-09	-3.12592065e-09
323.75          	2.75023233e-12	1.97488665e+00	1.84989509e-08	9.25222569e-09	9.24672522e-09
323.8           	-1.28953521e-12	1.97488661e+00	-2.25031898e-08	-1.12528844e-08	-1.12503054e-08
323.85          	1.30474006e-12	1.97488664e+00	9.85339407e-09	4.92800177e-09	4.92539229e-09
323.9           	4.29950769e-12	1.97488664e+00	1.01691998e-08	5.08889941e-09	5.08030040e-09
323.95          	-2.48933198e-12	1.97488661e+00	-2.42449810e-08	-1.21249798e-08	-1.21200011e-08
324             	1.46435782e-12	1.97488664e+00	2.26035925e-08	1.13032606e-08	1.13003319e-08
324.05          	-6.71233034e-13	1.97488662e+00	-1.12457039e-08	-5.62352320e-09	-5.62218073e-09
324.1           	-4.17684203e-12	1.97488662e+00	-1.16022271e-08	-5.80529041e-09	-5.79693672e-09
324.15          	1.38187313e-12	1.97488663e+00	2.24270004e-08	1.12148821e-08	1.12121183e-08
324.2           	-5.37904140e-13	1.97488663e+00	-1.48032888e-08	-7.40218228e-09	-7.40110648e-09
324.25          	9.99925403e-13	1.97488663e+00	9.79600624e-09	4.89900304e-09	4.89700319e-09
324.3           	4.11657123e-12	1.97488663e+00	1.00943890e-08	5.05131108e-09	5.04307794e-09
324.35          	1.30950177e-12	1.97488664e+00	-1.34067960e-08	-6.70208849e-09	-6.70470749e-09
324.4           	-2.63435107e-14	1.97488661e+00	1.19828460e-09	5.99115957e-10	5.99168644e-10
324.45          	1.82886616e-12	1.97488665e+00	7.25405550e-09	3.62885662e-09	3.62519888e-09
324.5           	2.89011653e-13	1.97488662e+00	-1.23266142e-09	-6.16041696e-10	-6.16619719e-10
324.55          	4.58257564e-13	1.97488663e+00	1.98912901e-09	9.95022765e-10	9.94106250e-10
324.6           	1.72132014e-12	1.97488664e+00	2.05099024e-09	1.02721644e-09	1.02377380e-09
324.65          	3.98065044e-13	1.97488661e+00	-5.84510789e-09	-2.92215588e-09	-2.92295201e-09
324.7           	5.18873464e-12	1.97488665e+00	1.75599853e-08	8.78518138e-09	8.77480391e-09
324.75          	-2.53091818e-14	1.97488661e+00	-2.11052250e-08	-1.05526378e-08	-1.05525872e-08
324.8           	4.76142444e-12	1.97488664e+00	2.46146874e-08	1.23121051e-08	1.23025823e-08
324.85          	1.80741143e-12	1.97488662e+00	-1.29397733e-08	-6.46807926e-09	-6.47169408e-09
324.9           	-2.92097639e-12	1.97488662e+00	-1.33588394e-08	-6.68234070e-09	-6.67649875e-09
324.95          	2.17979703e-12	1.97488664e+00	2.20379195e-08	1.10211395e-08	1.10167799e-08
325             	-3.86951755e-16	1.97488663e+00	-1.64469261e-08	-8.22346345e-09	-8.22346267e-09
325.05          	2.67658476e-12	1.97488662e+00	1.15104573e-08	5.75790521e-09	5.75255204e-09
325.1           	3.24028326e-12	1.97488663e+00	-5.41197206e-09	-2.70274575e-09	-2.70922631e-09
325.15          	3.82034671e-12	1.97488663e+00	4.93768904e-09	2.47266487e-09	2.46502417e-09
325.2           	4.63955252e-12	1.97488663e+00	5.07970614e-09	2.54449262e-09	2.53521352e-09
325.25          	2.85305362e-12	1.97488664e+00	-6.45424657e-09	-3.22427023e-09	-3.22997634e-09
325.3           	-2.99500442e-13	1.97488661e+00	-7.20944460e-09	-3.60502180e-09	-3.60442280e-09
325.35          	2.79541809e-12	1.97488665e+00	1.22428862e-08	6.12423852e-09	6.11864768e-09
325.4           	-2.98230548e-12	1.97488661e+00	-2.40609874e-08	-1.20334760e-08	-1.20275114e-08
325.45          	-1.05831576e-13	1.97488664e+00	1.03625758e-08	5.18118206e-09	5.18139372e-09
325.5           	3.90593851e-12	1.97488664e+00	1.07200259e-08	5.36391889e-09	5.35610701e-09
325.55          	-1.26836291e-12	1.97488661e+00	-2.06504390e-08	-1.03264878e-08	-1.03239511e-08
325.6           	3.53922013e-12	1.97488664e+00	2.41050969e-08	1.20560877e-08	1.20490092e-08
325.65          	7.93624931e-13	1.97488662e+00	-1.14558602e-08	-5.72713650e-09	-5.72872375e-09
325.7           	-3.50585945e-12	1.97488662e+00	-1.18314180e-08	-5.91921486e-09	-5.91220315e-09
325.75          	1.59205223e-12	1.97488664e+00	2.17606914e-08	1.08819378e-08	1.08787537e-08
325.8           	-1.29531119e-12	1.97488663e+00	-1.75268193e-08	-8.76470499e-09	-8.76211436e-09
325.85          	1.40548727e-12	1.97488662e+00	1.30322732e-08	6.51754210e-09	6.51473113e-09
325.9           	1.36930701e-12	1.97488663e+00	-6.97798127e-09	-3.48762133e-09	-3.49035994e-09
325.95          	-1.03481503e-12	1.97488663e+00	-7.22422541e-09	-3.61314752e-09	-3.61107789e-09
326             	-1.62537084e-13	1.97488662e+00	9.10728652e-09	4.55348072e-09	4.55380580e-09
326.05          	6.91232445e-13	1.97488665e+00	1.47879614e-09	7.40089304e-10	7.38706839e-10
326.1           	-3.45954678e-12	1.97488660e+00	-1.36687459e-08	-6.83783248e-09	-6.83091338e-09
326.15          	-1.92588003e-12	1.97488664e+00	3.01250208e-09	1.50432516e-09	1.50817692e-09
326.2           	-2.09181110e-12	1.97488662e+00	-3.30824334e-09	-1.65621348e-09	-1.65202986e-09
326.25          	-3.57670317e-12	1.97488662e+00	-3.40375194e-09	-1.70545267e-09	-1.69829927e-09
326.3           	-1.46197225e-12	1.97488664e+00	8.72407578e-09	4.36057592e-09	4.36349986e-09
326.35          	-6.61311815e-12	1.97488661e+00	-1.93320084e-08	-9.67261734e-09	-9.65939110e-09
326.4           	-1.26478678e-12	1.97488664e+00	2.23375725e-08	1.11675215e-08	1.11700511e-08
326.45          	-5.82568043e-12	1.97488662e+00	-2.40701392e-08	-1.20408953e-08	-1.20292439e-08
326.5           	-3.07882853e-12	1.97488664e+00	1.29262001e-08	6.46002123e-09	6.46617888e-09
326.55          	1.50871362e-12	1.97488664e+00	1.33421481e-08	6.67258274e-09	6.66956532e-09
326.6           	-3.54603434e-12	1.97488662e+00	-2.15047567e-08	-1.07559244e-08	-1.07488323e-08
326.65          	-2.18207310e-12	1.97488662e+00	1.41289483e-08	7.06229207e-09	7.06665621e-09
326.7           	-4.48062767e-12	1.97488663e+00	-1.04988491e-08	-5.25390520e-09	-5.24494394e-09
326.75          	-8.27446445e-12	1.97488663e+00	-1.08090412e-08	-5.41279508e-09	-5.39624616e-09
326.8           	-5.75133810e-12	1.97488662e+00	1.22326757e-08	6.11058649e-09	6.12208916e-09
326.85          	-3.57110131e-12	1.97488664e+00	4.09911085e-10	2.01384441e-10	2.08526644e-10
326.9           	-4.91933328e-12	1.97488661e+00	-7.50018678e-09	-3.75501272e-09	-3.74517406e-09
326.95          	-2.94737130e-12	1.97488664e+00	1.72501048e-09	8.59557868e-10	8.65452610e-10
327             	-2.41888779e-12	1.97488664e+00	1.76085012e-09	8.78006170e-10	8.82843945e-10
327.05          	-6.91867982e-12	1.97488661e+00	-1.15411351e-08	-5.77748621e-09	-5.76364885e-09
327.1           	-3.23798464e-12	1.97488665e+00	1.81899730e-08	9.09174853e-09	9.09822450e-09
327.15          	-5.32896795e-12	1.97488662e+00	-6.35098836e-09	-3.18082315e-09	-3.17016521e-09
327.2           	-7.25471918e-12	1.97488662e+00	-6.56240580e-09	-3.28845762e-09	-3.27394818e-09
327.25          	-1.15449902e-12	1.97488665e+00	2.04418823e-08	1.02197866e-08	1.02220956e-08
327.3           	-5.85659917e-12	1.97488661e+00	-2.30974156e-08	-1.15545644e-08	-1.15428512e-08
327.35          	-4.09934261e-12	1.97488664e+00	9.18312130e-09	4.58746131e-09	4.59565999e-09
327.4           	-1.24716578e-12	1.97488664e+00	9.49124101e-09	4.74437334e-09	4.74686767e-09
327.45          	-7.09470991e-12	1.97488662e+00	-2.30436941e-08	-1.15289418e-08	-1.15147523e-08
327.5           	-3.21461878e-12	1.97488663e+00	2.00033195e-08	9.99844515e-09	1.00048744e-08
327.55          	-5.89693962e-12	1.97488663e+00	-1.59135435e-08	-7.96266870e-09	-7.95087482e-09
327.6           	-4.73654904e-12	1.97488663e+00	9.56393352e-09	4.77723021e-09	4.78670331e-09
327.65          	-5.19340896e-12	1.97488663e+00	-6.24806103e-09	-3.12922392e-09	-3.11883711e-09
327.7           	-7.11573584e-12	1.97488663e+00	-6.45749373e-09	-3.23586260e-09	-3.22163113e-09
327.75          	-5.18790230e-12	1.97488662e+00	1.01843986e-08	5.08701139e-09	5.09738719e-09
327.8           	-4.53542987e-12	1.97488664e+00	-2.66827196e-10	-1.37949028e-10	-1.28878168e-10
327.85          	-7.46170541e-12	1.97488661e+00	-8.85763439e-09	-4.43627890e-09	-4.42135549e-09
327.9           	-2.81375043e-12	1.97488665e+00	1.85268327e-08	9.26060261e-09	9.26623011e-09
327.95          	-4.99508204e-12	1.97488662e+00	-7.09659981e-09	-3.55329498e-09	-3.54330482e-09
328             	-7.51667608e-12	1.97488662e+00	-7.33472172e-09	-3.67487754e-09	-3.65984418e-09
328.05          	-2.42008974e-12	1.97488665e+00	1.81524997e-08	9.07382977e-09	9.07866995e-09
328.1           	-7.21330385e-12	1.97488661e+00	-2.25528915e-08	-1.12836590e-08	-1.12692324e-08
328.15          	-8.73575517e-13	1.97488664e+00	2.74185229e-08	1.37083879e-08	1.37101350e-08
328.2           	-2.63076822e-12	1.97488662e+00	-1.13331218e-08	-5.66919166e-09	-5.66393012e-09
328.25          	-6.53075966e-12	1.97488662e+00	-1.17240140e-08	-5.86853778e-09	-5.85547626e-09
328.3           	-6.97447417e-13	1.97488664e+00	2.42523166e-08	1.21254608e-08	1.21268557e-08
328.35          	-3.41724826e-12	1.97488663e+00	-1.79796505e-08	-8.99324252e-09	-8.98640802e-09
328.4           	-1.65696363e-12	1.97488663e+00	1.05020116e-08	5.24934882e-09	5.25266275e-09
328.45          	1.98027619e-12	1.97488663e+00	1.08242842e-08	5.41412237e-09	5.41016182e-09
328.5           	-1.41744852e-12	1.97488663e+00	-1.63123766e-08	-8.15760574e-09	-8.15477084e-09
